university,fol_cnt,fan_cnt,wb_cnt,lvl,wb_cnt_since2015,ret_cnt,cmt_cnt,like_cnt
四川旅游学院,268.444444,1466.555556,1825.666667,20.333333,633.0,0.918862,0.753614,3.620254
四川民族学院,246.0,370.666667,254.333333,14.0,191.0,2.967018,2.262533,5.94723
四川水利职业技术学院,198.285714,386.142857,631.142857,16.857143,438.0,0.515629,0.879833,1.525122
四川现代职业学院,119.0,565.916667,659.166667,15.833333,403.0,0.559524,0.438406,1.648551
四川理工学院,89.4,3796.6,1295.6,14.0,633.0,3.180288,4.878015,11.094395
四川电力职业技术学院,19.0,303.0,67.0,7.0,0.0,0.30303,1.106061,0.106061
四川电子机械职业技术学院,143.0,807.0,719.0,12.0,667.0,0.223922,0.273992,2.638387
四川科技职业学院,441.555556,582.0,547.444444,12.0,180.0,0.923461,0.277246,0.737313
四川管理职业学院,52.5,459.0,148.5,6.5,147.0,6.251701,6.459184,5.581633
四川美术学院,246.583333,27659.75,1032.75,15.75,225.0,2.604714,0.79679,2.60682
四川职业技术学院,869.333333,3573.666667,1391.666667,17.666667,1025.0,1.80492,2.40984,6.966052
四川航天职业技术学院,59.0,104.0,7.0,3.0,0.0,7.428571,2.0,0.428571
四川艺术职业学院,109.5,999.5,268.75,15.75,92.0,0.837456,1.101296,2.625442
四川西南航空职业学院,618.333333,3001.333333,1914.0,19.0,1101.0,1.112573,0.857549,3.823937
四川警察学院,198.5,5378.0,1589.75,18.5,973.0,3.721306,4.45878,12.967344
四川财经职业学院,383.0,1752.0,2521.2,20.4,889.0,0.578185,0.606499,2.493404
四川邮电职业技术学院,83.4,351.0,240.2,13.0,56.0,1.184013,1.298085,3.38801
四川长江职业学院,524.0,3820.333333,637.333333,10.333333,177.0,0.769186,1.130639,2.355009
四平职业大学,71.0,320.0,76.0,4.0,0.0,2.328947,1.868421,0.789474
江苏信息职业技术学院,892.0,2318.5,710.5,12.5,588.0,0.373409,0.319661,3.463932
广西国际商务职业技术学院,142.75,1255.5,1064.0,21.0,482.0,0.91082,0.555089,1.682312
国际关系学院,379.0,1331.0,851.0,16.5,11.0,1.284788,0.793042,0.248231
大连外国语大学,241.4,4280.6,647.0,12.8,244.0,0.743352,0.6376,2.228819
电子科技大学成都学院,392.0,6473.0,3238.909091,22.272727,1475.0,1.52019,2.724995,4.215212
黄河水利职业技术学院,137.0,1462.3,913.0,15.1,575.0,0.687128,0.98834,3.085963
长沙理工大学城南学院,443.333333,3300.333333,3166.533333,21.266667,572.0,1.411766,0.883301,0.788112
西安交通大学城市学院,189.666667,1586.0,675.333333,13.0,330.0,0.462222,0.368642,0.415802
温州大学城市学院,270.7,1301.2,1090.5,16.8,141.0,1.473782,0.681377,0.345307
湖北城市建设职业技术学院,33.333333,335.333333,61.333333,10.0,3.0,0.826087,1.184783,0.396739
江苏第二师范学院,134.0,767.0,1131.571429,18.0,446.0,0.498206,0.428883,1.682599
广东培正学院,301.0,7546.5,4302.5,24.0,974.0,3.731874,2.379928,0.539361
塔里木大学,60.0,527.0,62.0,5.0,11.0,2.290323,0.629032,0.758065
复旦大学,568.75,78948.666667,2690.916667,18.583333,220.0,22.841414,8.570006,5.316563
外交学院,79.0,4326.0,214.0,8.0,6.0,1.746479,1.392019,0.760563
岭南师范学院,243.642857,2594.071429,1359.285714,18.214286,394.0,3.444427,0.917871,1.303405
武汉外语外事职业学院,139.4,1175.0,389.0,11.4,109.0,0.849407,0.707065,1.555441
大连医科大学,177.0,2981.5,727.0,11.5,183.0,1.068047,0.39497,0.727441
苏州大学,219.0,7667.666667,1494.888889,19.888889,485.0,3.843087,1.69887,5.260025
阳江职业技术学院,173.857143,1371.285714,783.857143,17.285714,180.0,1.692323,0.565335,0.781311
山东外贸职业学院,119.6,1465.8,664.2,9.6,80.0,2.123446,0.822869,2.716409
大庆师范学院,17.5,885.5,81.0,7.5,59.0,1.898089,4.789809,7.547771
大理大学,87.166667,1027.333333,383.833333,14.833333,317.0,1.90117,1.647161,3.677937
大连职业技术学院,47.0,8.0,64.0,6.0,64.0,0.046875,0.015625,0.09375
大连交通大学,133.5,1062.0,480.25,13.25,101.0,0.998898,1.52562,1.482645
大连医科大学中山学院,117.666667,1062.0,365.666667,14.333333,50.0,0.367553,0.386801,0.474794
大连工业大学,42.0,1597.0,312.0,10.5,151.0,0.75,1.038462,0.461538
大连枫叶职业技术学院,266.333333,3224.333333,1687.111111,15.555556,406.0,0.567685,0.173822,1.035466
大连民族大学,46.0,1374.0,241.0,9.0,241.0,0.896266,1.0,4.087137
大连理工大学,185.125,11273.625,1126.25,15.375,432.0,13.557012,4.880865,10.871298
大连理工大学城市学院,1140.0,608.0,324.0,11.0,324.0,0.41358,0.354938,1.820988
大连科技学院,403.571429,2618.571429,1473.857143,17.428571,943.0,0.711259,0.309631,1.041977
大连翻译职业学院,251.0,4822.0,317.0,13.0,0.0,0.278481,0.414557,0.107595
大连航运职业技术学院,22.0,393.0,10.0,3.0,0.0,3.555556,2.666667,1.555556
大连艺术学院,89.0,44528.5,194.5,11.0,133.0,2.294574,3.023256,6.294574
大连财经学院,72.0,442.0,161.5,11.375,89.0,0.620636,0.387898,1.477114
苏州科技学院天平学院,413.333333,822.5,342.166667,14.166667,131.0,1.691517,3.398972,0.711054
西南财经大学天府学院,133.272727,4504.545455,1060.272727,17.818182,375.0,1.547206,1.534276,2.590507
天水师范学院,75.0,600.0,106.333333,5.5,12.0,2.798431,0.974902,2.210196
广东技术师范学院天河学院,409.714286,3676.428571,395.285714,14.285714,31.0,10.034213,1.825958,0.837114
天津中医药大学,75.0,606.5,613.0,9.0,612.0,0.366013,0.205065,1.52451
天津中德职业技术学院,48.0,47.0,145.0,9.0,145.0,0.048276,0.124138,0.965517
天津交通职业学院,403.666667,1065.666667,496.666667,9.0,460.0,0.695769,0.90732,3.629281
天津体育学院,65.0,940.333333,191.0,9.0,72.0,1.378284,0.921191,0.499124
天津农学院,122.0,340.0,585.0,12.0,580.0,1.296233,1.409247,2.085616
天津冶金职业技术学院,1034.0,755.0,1409.0,15.0,57.0,0.583452,0.135521,0.033524
天津医学高等专科学校,0,0,0,0,0,0,0,0
天津医科大学,162.0,10679.5,454.0,15.5,88.0,5.822492,2.340684,4.511577
天津医科大学临床医学院,97.0,741.0,163.5,12.5,158.0,2.398734,1.398734,3.588608
天津商业大学,95.75,700.0,639.75,16.5,349.0,1.27989,1.177577,2.048608
天津商务职业学院,56.0,378.8,160.2,6.2,43.0,0.623426,0.561713,1.251889
天津城建大学,146.285714,875.285714,347.571429,13.285714,109.0,1.431583,0.712691,0.962795
天津外国语大学,237.833333,3099.333333,1929.833333,19.5,844.0,1.056746,0.523893,2.114898
天津外国语大学滨海外事学院,28.0,42.0,14.0,1.0,0.0,0.846154,0.0,0.0
天津大学,315.125,39069.75,3501.5,23.125,1033.0,8.967433,2.769056,6.076969
天津天狮学院,25.0,87.0,27.0,5.5,11.0,0.796296,0.092593,0.148148
天津工业大学,67.0,4741.0,337.0,12.0,209.0,2.305514,1.461997,4.578241
天津工艺美术职业学院,3.5,366.5,3.0,3.0,1.0,0.0,0.166667,0.0
天津师范大学,43.0,15213.0,718.0,15.0,216.0,6.245125,15.920613,10.653203
天津师范大学津沽学院,107.166667,982.0,670.0,13.833333,219.0,0.380165,0.26847,0.472327
天津海运职业学院,40.0,2503.333333,70.0,7.0,6.0,0.913462,1.105769,0.288462
天津现代职业技术学院,53.0,591.0,298.0,11.0,298.0,0.573826,0.802013,2.006711
天津理工大学中环信息学院,12.0,204.0,5.0,4.0,0.0,2.2,0.0,6.2
天津理工大学,116.833333,1618.833333,359.833333,15.0,120.0,1.396718,1.278958,1.097973
天津生物工程职业技术学院,17.0,185.0,216.0,14.0,169.0,0.2,0.265116,1.023256
天津电子信息职业技术学院,43.0,1935.0,45.5,12.0,35.0,2.0,1.076923,3.538462
天津石油职业技术学院,120.0,339.0,396.0,14.0,396.0,1.969697,0.487374,1.118687
天津科技大学,307.125,4884.625,2104.75,16.75,908.0,3.158377,1.979182,5.190975
天津美术学院,47.666667,3321.333333,469.0,7.666667,10.0,1.877301,0.572853,0.395706
天津职业技术师范大学,179.333333,2910.166667,1419.5,16.666667,379.0,1.280242,0.681116,2.045363
天津艺术职业学院,57.0,134.0,10.0,2.0,1.0,1.7,1.4,0.1
天津财经大学,18.0,188.0,745.0,9.0,745.0,0.267114,0.183893,1.755705
天津轻工职业技术学院,71.0,363.0,188.0,13.0,103.0,1.930851,0.617021,0.648936
天津铁道职业技术学院,58.5,901.0,432.5,11.5,145.0,0.371391,0.687664,0.665354
天津音乐学院,635.0,1934.0,189.0,18.0,27.0,1.433862,1.259259,0.809524
天津财经大学珠江学院,28.0,1236.0,108.0,11.0,15.0,0.407407,2.25,0.425926
天门职业学院,381.0,366.0,541.0,13.0,85.0,0.486085,0.263451,0.111317
太原学院,189.0,995.0,2095.0,24.0,1413.0,0.313313,0.207207,2.711211
太原工业学院,113.833333,1122.833333,1163.833333,13.666667,1063.0,0.809154,0.710564,2.812752
太原理工大学,172.666667,4136.333333,1444.833333,17.166667,752.0,1.111059,0.529596,3.38237
太原理工大学现代科技学院,102.0,1405.5,415.0,11.5,363.0,0.546005,0.761501,6.934625
太原科技大学华科学院,266.0,3091.0,1088.0,23.0,870.0,1.967712,0.806273,3.037823
太原科技大学,169.6,1269.7,946.0,17.4,676.0,3.046576,1.104211,2.997129
太原旅游职业学院,27.0,74.0,54.0,5.0,5.0,2.54902,2.215686,0.647059
辽宁工程技术大学,133.125,2478.5,921.125,14.0,571.0,2.057343,2.366014,5.837762
山东女子学院,74.2,796.333333,449.666667,9.066667,243.0,0.600304,0.571429,1.241489
威海职业学院,65.166667,1002.666667,445.5,9.833333,392.0,0.829716,0.624626,7.115269
西安科技大学高新学院,144.0,1211.4,689.3,12.3,319.0,0.891959,0.634143,0.925549
宁夏大学新华学院,115.0,516.25,294.75,11.25,128.0,0.422128,0.277447,1.142128
宁夏师范学院,115.0,523.0,496.5,11.5,139.0,0.194845,0.127835,0.761856
宁夏理工学院,344.2,797.4,836.7,17.4,437.0,1.282872,0.291382,1.915138
宁夏艺术职业学院,41.0,728.0,32.0,14.0,20.0,0.967742,1.548387,3.806452
宁波大学科学技术学院,525.75,4028.625,2601.375,21.875,661.0,1.731484,1.045727,1.197551
宁德师范学院,136.5,1235.1,1436.9,19.1,503.0,1.045611,0.624679,1.921484
宁波卫生职业技术学院,209.2,1662.8,2399.4,14.6,1034.0,0.882338,0.431315,1.750863
宁波大学,374.25,8760.625,3903.5,25.625,1073.0,2.991276,1.210292,1.652881
宁波职业技术学院,417.6,2979.2,2010.6,20.8,157.0,1.036074,0.456423,0.533916
安徽中医药大学,135.0,1674.571429,484.857143,15.142857,283.0,1.50807,1.087153,5.298257
安徽交通职业技术学院,116.666667,69.666667,28.333333,6.333333,25.0,0.458824,0.647059,2.623529
安徽农业大学,230.1,4023.7,2064.3,20.3,995.0,2.364028,1.548569,4.623471
安徽农业大学经济技术学院,253.0,765.75,937.0,16.5,638.0,2.0616,0.693534,4.255593
安徽医科大学,162.6,3779.6,876.2,12.6,618.0,0.926385,2.619537,5.304043
安徽工业大学,160.571429,2577.0,483.142857,13.857143,75.0,1.544373,1.146691,0.868862
安徽工业大学工商学院,117.0,511.5,515.0,12.5,226.0,0.617476,0.527184,1.433981
安徽工程大学机电学院,702.333333,767.666667,1100.0,14.666667,223.0,0.559434,0.300943,0.903774
安徽工业经济职业技术学院,164.5,136.5,175.0,10.0,150.0,0.386819,0.570201,3.17192
安徽广播影视职业技术学院,90.666667,1638.333333,220.666667,12.333333,113.0,1.718608,1.558245,0.738275
安庆师范学院,419.833333,4902.5,3775.333333,17.5,1038.0,1.456236,1.03827,2.877864
安庆职业技术学院,688.666667,1450.666667,1897.0,22.666667,799.0,0.654097,0.437181,1.292863
安康学院,50.666667,1075.666667,74.666667,10.666667,18.0,0.410714,0.544643,0.816964
安徽三联学院,169.0,2676.0,1983.5,23.0,864.0,0.75805,0.846673,3.606869
安徽中医药高等专科学校,71.0,146.0,237.0,12.0,36.0,0.21,0.42,1.085
安徽中澳科技职业学院,340.0,1805.0,1436.0,18.0,310.0,0.20887,0.287554,1.23176
安徽体育运动职业技术学院,218.0,406.0,459.0,17.0,66.0,0.527211,0.428571,1.493197
安徽医科大学临床医学院,156.0,3173.0,2831.0,25.0,582.0,0.875887,0.581206,0.568794
安徽商贸职业技术学院,193.0,1211.0,681.5,17.5,586.0,0.575202,0.426266,3.011739
安徽国防科技职业学院,32.0,185.0,134.0,9.0,132.0,0.030303,0.234848,1.113636
安徽国际商务职业学院,51.0,1447.0,549.0,13.0,136.0,0.711152,0.031079,6.546618
安徽城市管理职业学院,159.666667,582.333333,611.333333,18.0,90.0,0.612657,0.539007,1.420076
安徽外国语学院,92.333333,2130.333333,841.166667,16.333333,554.0,0.710427,0.828997,2.542999
安徽大学,783.333333,27568.333333,4930.0,27.333333,1828.0,5.322422,2.601107,7.001661
安徽大学江淮学院,34.0,257.0,13.0,4.0,5.0,0.615385,0.615385,2.461538
安徽电子信息职业技术学院,43.0,94.0,208.0,9.0,208.0,0.072115,0.144231,0.495192
安徽审计职业学院,133.0,289.5,283.5,15.5,38.0,0.507014,0.905812,1.252505
宣城职业技术学院,94.666667,918.333333,1363.0,17.0,591.0,0.279736,0.338718,0.903328
安徽工程大学,131.111111,2148.0,2779.777778,20.444444,1726.0,0.665553,0.35498,1.971375
安徽工贸职业技术学院,13.0,779.0,1.0,2.0,0.0,6.0,7.0,5.0
安徽师范大学,378.0,5812.571429,1997.0,20.714286,935.0,2.034915,1.127504,5.01208
安徽建筑大学,151.0,2726.25,1245.5,17.75,732.0,1.428571,1.131379,3.992007
安徽文达信息工程学院,70.5,386.75,677.5,13.75,573.0,0.264325,0.485028,2.03512
安徽新华学院,382.571429,5542.142857,1864.0,21.428571,475.0,1.921153,0.885911,3.793742
安徽新闻出版职业技术学院,100.5,552.5,245.0,12.5,192.0,0.705761,1.246914,3.045267
安徽机电职业技术学院,37.5,67.25,68.5,7.5,67.0,0.171533,0.156934,1.474453
安徽林业职业技术学院,133.0,133.0,25.0,10.0,12.0,0.24,0.36,4.96
安徽水利水电职业技术学院,151.0,799.666667,944.833333,12.833333,417.0,0.567033,1.84434,3.399676
安徽涉外经济职业学院,99.5,239.75,351.5,12.5,343.0,0.735378,0.2097,1.7903
安徽理工大学,361.285714,3561.571429,1313.571429,18.285714,390.0,3.660777,1.506036,4.02173
安徽电气工程职业技术学院,44.5,174.0,33.0,7.5,12.0,0.19697,1.454545,0.439394
池州职业技术学院,16.0,522.0,54.0,3.0,17.0,2.584906,2.679245,1.811321
安徽科技学院,415.636364,3337.363636,1405.363636,20.0,471.0,0.626493,0.363458,1.178401
安徽职业技术学院,262.0,1784.5,796.5,13.0,339.0,0.581395,1.101823,1.62665
安徽艺术职业学院,33.0,515.0,112.0,9.0,33.0,0.950673,1.55157,1.035874
安徽警官职业学院,118.0,390.0,102.0,11.0,32.0,0.65,2.54,1.4
安徽财经大学,390.181818,4844.181818,3640.545455,24.818182,1531.0,4.23209,0.988679,3.328966
安徽财经大学商学院,166.0,402.0,32.0,5.0,0.0,1.21875,0.46875,0.1875
安徽财贸职业学院,127.222222,898.666667,517.555556,15.0,173.0,1.006908,0.670769,2.9769
安徽邮电职业技术学院,12.0,76.0,24.0,4.0,24.0,0.416667,0.666667,0.5
安阳工学院,216.916667,1838.583333,1151.916667,18.583333,577.0,1.406266,1.132988,3.312568
安阳师范学院,330.7,4969.7,2920.9,22.4,1515.0,3.718103,2.717164,8.93852
安阳幼儿师范高等专科学校,166.0,614.5,602.0,9.0,548.0,0.344971,0.214464,1.778055
安阳职业技术学院,310.5,720.5,497.5,13.0,121.0,0.294237,0.446916,0.930233
安顺学院,73.666667,84.666667,88.0,7.0,39.0,0.299611,0.610895,1.081712
宜宾学院,200.625,2611.0,1850.75,20.0,488.0,1.52713,0.896319,2.315542
宜宾职业技术学院,25.0,9.0,4.0,3.0,4.0,0.25,0.0,0.75
宜春学院,196.428571,8111.714286,3247.0,19.142857,1256.0,2.095091,1.901185,1.592982
宜春幼儿师范高等专科学校,21.0,2672.0,320.0,14.0,18.0,1.420063,1.858934,1.517241
宜春职业技术学院,67.0,1607.5,179.5,8.5,27.0,3.448468,0.718663,2.409471
梧州学院,130.75,768.0,623.25,13.75,344.0,0.475634,0.427708,1.563834
宝鸡职业技术学院,74.5,49.5,87.0,6.0,54.0,0.122093,0.075581,0.877907
宝鸡文理学院,331.636364,2708.727273,7048.0,21.818182,2546.0,4.179937,3.364273,1.060449
徐州幼儿师范高等专科学校,246.666667,643.666667,339.666667,15.333333,269.0,0.938796,1.028628,2.752221
宿州学院,153.142857,2038.142857,1329.714286,21.857143,784.0,0.674642,0.446473,2.613222
宿州职业技术学院,107.0,325.0,275.333333,11.0,257.0,0.576642,0.394161,1.676399
宿迁学院,392.0,2168.4,386.4,13.2,119.0,0.684575,0.716927,1.047949
宿迁泽达职业技术学院,41.0,27.0,42.0,4.0,38.0,0.071429,0.119048,0.214286
广东海洋大学寸金学院,459.666667,1039.333333,1190.666667,16.0,115.0,1.477186,0.778923,0.329408
对外经济贸易大学,468.666667,10507.888889,1034.555556,15.444444,121.0,3.703219,1.387713,1.765551
重庆理工大学,416.454545,5927.545455,2907.545455,21.727273,892.0,2.009693,1.027582,3.798764
山东中医药大学,1862.0,7825.0,2931.0,25.0,732.0,1.865208,0.823218,1.98518
山东中医药高等专科学校,133.5,1147.5,926.5,18.0,489.0,0.579389,0.096565,1.043008
山东交通学院,80.5,1920.833333,295.333333,8.333333,73.0,0.523243,0.393991,0.837302
山东交通职业学院,25.333333,1659.0,97.333333,5.0,74.0,0.116438,0.05137,0.065068
山东传媒职业学院,420.727273,1934.363636,2702.545455,19.272727,1256.0,0.537322,0.718808,3.15154
山东体育学院,74.0,2292.0,42.0,9.0,42.0,0.238095,0.02381,1.142857
山东农业工程学院,49.0,226.5,15.5,7.5,12.0,0.566667,0.1,1.033333
山东凯文科技职业学院,14.0,86.0,2.0,2.0,0.0,10.5,12.0,2.5
山东力明科技职业学院,143.5,524.5,107.5,9.0,11.0,0.900943,0.660377,0.5
山东化工职业学院,75.0,1126.0,776.0,9.0,118.0,0.697555,0.428571,1.808237
山东华宇工学院,25.0,62.0,53.0,4.0,53.0,0.09434,0.283019,0.415094
山东司法警官职业学院,151.666667,487.666667,1049.333333,10.666667,6.0,0.30366,0.205077,0.473129
山东商业职业技术学院,153.4,2023.2,633.2,7.8,411.0,0.564526,0.246345,1.35569
山东商务职业学院,101.111111,1379.333333,843.777778,13.555556,634.0,1.183106,1.404304,6.841887
山东圣翰财贸职业学院,0,0,0,0,0,0,0,0
山东城市建设职业学院,98.25,688.0,147.0,8.5,62.0,0.243197,0.146259,0.370748
山东外事翻译职业学院,623.5,3109.5,751.0,8.5,0.0,0.364061,0.379426,0.122244
山东外国语职业学院,185.666667,800.666667,394.666667,12.0,310.0,0.316865,0.29046,2.114991
山东大学,275.666667,31887.555556,2968.0,19.111111,1024.0,11.90916,4.296789,9.734822
山东工业职业学院,34.0,1050.0,184.0,10.0,10.0,0.451087,1.23913,2.336957
山东工商学院,317.0,2513.428571,1105.285714,14.857143,76.0,0.861826,0.658613,0.435288
山东工艺美术学院,269.5,1989.25,1268.5,17.5,610.0,0.679905,0.539024,0.732266
山东师范大学,282.5,5863.5,1224.5,14.75,721.0,2.914537,4.042007,10.231247
山东师范大学历山学院,52.0,259.0,492.0,9.0,492.0,0.153455,0.132114,2.387195
山东建筑大学,95.4,2465.0,1221.6,14.0,713.0,1.443464,0.879101,6.311907
山东政法学院,137.625,1293.0,1156.375,17.75,675.0,0.503306,0.614092,3.967696
山东旅游职业学院,170.5,2918.0,1706.5,14.5,662.0,0.644772,0.620324,1.630339
山东服装职业学院,108.0,422.333333,332.666667,10.0,171.0,0.351703,0.645291,3.869739
山东水利职业学院,62.75,1795.75,297.75,8.0,168.0,0.183193,0.178992,1.378151
山东现代学院,1905.0,2735.0,2159.0,24.0,809.0,0.374884,0.659535,1.876744
山东理工大学,304.666667,2588.666667,1277.666667,14.222222,570.0,1.158023,0.508237,2.191057
山东电子职业技术学院,73.0,2560.5,291.0,6.5,201.0,0.044828,0.115517,0.581034
山东畜牧兽医职业学院,871.0,3259.5,371.0,11.5,214.0,0.29932,0.287075,1.031293
山东科技大学,166.5,3598.666667,867.333333,17.666667,669.0,1.888867,1.024762,4.974247
山东管理学院,84.0,5596.5,387.0,7.5,35.0,0.680879,0.861757,0.710594
山东经贸职业学院,57.0,987.0,186.5,7.0,185.0,0.056757,0.224324,0.502703
山东职业学院,436.0,4421.0,2839.0,24.0,1505.0,1.511858,1.516814,5.367434
山东胜利职业学院,165.0,183.0,254.0,11.0,199.0,1.334646,1.338583,0.350394
山东艺术学院,254.555556,1220.0,757.111111,12.333333,361.0,0.812813,0.355376,1.652283
山东财经大学,177.0,6797.3,1213.5,16.3,455.0,4.403881,3.019657,8.498667
山东财经大学东方学院,29.0,1353.0,20.0,2.0,0.0,0.526316,1.631579,0.947368
山东轻工职业学院,68.5,2558.0,162.5,5.0,106.0,0.038217,0.031847,0.152866
山西医科大学晋祠学院,85.0,628.0,515.0,13.0,496.0,0.181452,1.421371,3.181452
山西中医学院,347.0,2114.5,2150.25,16.75,1001.0,1.254541,1.023987,2.60014
山西传媒学院,138.0,1372.181818,711.363636,14.727273,462.0,0.76937,0.373967,1.401085
山西农业大学,473.166667,4237.666667,1677.0,20.333333,1021.0,6.968131,0.57364,3.869307
山西农业大学信息学院,390.0,20041.0,4921.0,32.0,2543.0,3.285442,3.117398,9.535495
山西医科大学,175.2,2124.2,2085.2,16.6,2004.0,0.464632,0.646031,4.331222
山西华澳商贸职业学院,34.0,6.0,3.0,4.0,3.0,0.0,0.0,0.333333
山西大学商务学院,185.714286,1986.714286,1082.0,16.714286,513.0,1.128253,0.321754,1.227579
山西大学,215.0,5323.666667,1392.0,18.333333,777.0,1.716583,0.515239,2.24766
山西工商学院,74.0,676.0,731.0,9.0,730.0,0.073973,0.049315,1.047945
山西工程技术学院,42.0,46.0,71.0,8.0,71.0,0.380282,0.070423,3.478873
山西工程职业技术学院,13.0,74.0,50.0,4.0,50.0,0.14,0.32,3.12
山西师范大学,235.571429,5333.0,1060.857143,16.571429,680.0,2.049626,0.842528,10.213751
山西应用科技学院,47.0,640.0,179.0,9.0,179.0,0.307263,0.458101,2.910615
山西戏剧职业学院,0,0,0,0,0,0,0,0
山西旅游职业学院,67.0,1884.5,372.0,11.5,241.0,0.325301,0.34672,4.239625
朔州职业技术学院,75.0,313.0,54.0,14.0,6.0,1.796296,2.111111,3.185185
山西林业职业技术学院,93.0,713.0,168.0,10.0,46.0,3.988095,1.077381,0.404762
山西煤炭职业技术学院,0,0,0,0,0,0,0,0
山西电力职业技术学院,76.0,92.0,167.0,14.0,136.0,0.036145,0.060241,0.801205
山西艺术职业学院,108.0,898.0,790.5,11.5,514.0,0.283724,0.314123,3.353388
山西财经大学,148.6,2697.4,1405.8,17.2,698.0,1.034288,0.85489,2.588831
山西财经大学华商学院,620.0,3973.0,4850.0,27.0,2003.0,0.458784,1.076395,1.830558
嵩山少林武术职业学院,275.0,488.0,89.0,6.0,8.0,0.359551,0.303371,0.438202
四川信息职业技术学院,140.666667,1030.333333,416.333333,13.666667,325.0,0.416199,0.733761,3.906977
川北幼儿师范高等专科学校,455.25,1585.25,826.5,16.5,620.0,1.660806,1.620794,8.576538
川南幼儿师范高等专科学校,32.0,868.0,115.0,4.0,115.0,1.678261,3.947826,14.173913
四川电影电视学院,374.428571,1964.714286,665.428571,20.142857,170.0,32.819711,2.214794,2.931852
巢湖学院,178.2,2132.0,760.6,14.4,409.0,1.094399,1.207205,4.413621
河南工业和信息化职业学院,111.0,3730.0,266.0,11.0,159.0,0.486989,0.453532,2.204461
广州工程技术职业学院,487.6,1735.4,970.8,15.8,98.0,1.089013,0.361008,0.100578
广东南方职业学院,173.5,1309.0,522.25,15.25,21.0,1.331412,1.161383,0.299232
巴中职业技术学院,24.5,221.0,45.5,6.5,42.0,0.78022,1.21978,8.846154
杭州师范大学,166.111111,5550.777778,1437.777778,19.555556,490.0,1.694654,1.237814,1.364308
常州信息职业技术学院,102.4,584.6,505.6,10.6,144.0,0.73019,0.244057,1.102615
常州大学,232.285714,2453.142857,698.571429,14.285714,263.0,0.9977,0.657746,2.230608
常州大学怀德学院,112.333333,448.333333,248.0,10.333333,247.0,0.378706,2.020216,7.362534
常州工学院,97.714286,1783.857143,915.428571,15.285714,187.0,0.797688,0.433682,1.061709
常州工程职业技术学院,136.0,907.0,675.5,12.0,235.0,0.431759,0.420231,2.190033
建东职业技术学院,16.0,281.0,5.0,2.0,0.0,2.0,9.333333,1.666667
常州机电职业技术学院,28.0,803.333333,27.0,3.333333,10.0,0.641026,0.807692,0.5
常州轻工职业技术学院,49.5,498.0,449.5,5.0,423.0,0.121381,1.385301,2.963252
常德职业技术学院,54.333333,165.666667,135.666667,10.333333,70.0,0.14899,0.146465,0.911616
常熟理工学院,192.25,4592.75,861.5,20.0,272.0,0.889702,0.906671,1.128145
平顶山工业职业技术学院,55.5,979.5,395.5,9.5,143.0,43.929024,2.152091,3.760456
平顶山学院,152.833333,3412.5,2263.166667,20.5,1142.0,5.677955,1.602848,4.48517
广东第二师范学院,210.8,2269.0,1643.8,21.2,162.0,2.766292,0.779894,0.317423
广东体育职业技术学院,190.0,1207.0,819.0,21.0,114.0,1.631579,0.547124,0.74541
广东信息工程职业学院,238.0,417.0,100.0,5.0,0.0,0.795918,1.306122,0.336735
广东医学院,370.6,4601.6,1759.6,16.6,92.0,3.044176,0.70033,0.380622
广东外语外贸大学,347.1,9636.4,1784.4,20.9,213.0,6.094537,1.832096,0.732804
广东女子职业技术学院,533.666667,5107.666667,3830.333333,23.666667,714.0,1.881966,0.825338,0.225609
广东工业大学,408.75,11471.375,2961.0,25.0,614.0,11.971727,2.047724,0.984422
广东工业大学华立学院,302.7,5562.5,1432.8,19.8,181.0,12.72173,3.30782,0.446126
广东工商职业学院,64.0,697.0,372.0,18.0,70.0,2.474255,0.837398,0.493225
广东工程职业技术学院,225.0,5255.5,1216.5,17.5,114.0,2.355517,1.562044,0.522971
广东工贸职业技术学院,577.8,4621.6,2297.2,23.4,564.0,2.439415,1.104967,0.590261
广东建设职业技术学院,561.5,1925.666667,1270.166667,17.5,70.0,1.595169,1.253783,0.467583
广东技术师范学院,208.4,3462.0,1274.4,17.6,104.0,3.247684,0.989742,0.599768
广东文艺职业学院,239.9,1569.6,1101.0,16.5,65.0,1.663645,0.480187,0.182056
广东新安职业技术学院,91.5,566.5,242.5,9.0,63.0,1.186335,0.741201,0.757764
广东机电职业技术学院,227.909091,2015.636364,1765.181818,17.272727,98.0,2.194687,1.244776,0.222409
广东松山职业技术学院,238.571429,938.285714,716.714286,16.714286,168.0,1.984879,0.565182,0.35615
广东水利电力职业技术学院,246.0,3860.333333,431.333333,17.333333,57.0,4.551751,1.842802,0.324514
广东海洋大学,301.428571,9862.0,1505.0,20.857143,222.0,10.424586,3.24334,1.811586
广东环境保护工程职业学院,190.8,1197.4,515.9,16.3,42.0,2.56581,1.018886,0.615849
广东理工职业学院,231.0,2553.875,1374.5,15.625,121.0,3.420793,0.928956,0.376653
广东理工学院,311.909091,3693.545455,822.545455,11.636364,39.0,4.516416,2.275308,0.682741
广东白云学院,695.8,4975.6,1905.2,21.8,197.0,2.780871,1.19709,0.370031
广东省外语艺术职业学院,316.0,4917.0,4464.0,26.0,590.0,1.628091,0.819879,0.628091
广东石油化工学院,350.888889,3735.111111,1875.222222,20.222222,195.0,2.485011,0.943326,0.450167
