中国矿业大学北京,0,0,1,2,0,0,0,0,0,1,4,3,0,2,2,3
中国石油大学北京,1,1,1,2,2,0,1,0,1,0,1,6,0,1,0,3
中国地质大学北京,0,0,0,1,2,0,3,0,0,1,0,1,0,3,0,0
北京联合大学,10,10,15,14,76,88,369,17,18,73,106,17,77,12,9,17
北京城市学院,8,4,5,6,8,9,15,5,5,17,389,11,18,8,12,7
中国青年政治学院,93,20,79,129,121,143,119,19,91,17,128,385,117,14,206,365
首钢工学院,1,0,7,0,2,6,1,1,2,0,3,1,1,0,8,1
中国劳动关系学院,8,2,5,8,4,9,6,5,6,2,2,6,6,2,3,3
北京吉利学院,1,0,1,1,3,160,53,19,10,48,19,15,4,0,4,14
首都师范大学科德学院,7,3,7,12,11,11,52,5,8,10,19,11,8,2,5,14
北京工商大学嘉华学院,1,0,2,7,6,5,4,3,1,3,7,10,3,0,0,3
北京邮电大学世纪学院,1,1,0,8,30,26,19,1,37,20,42,35,12,6,30,30
北京工业大学耿丹学院,2,0,3,10,5,3,4,0,2,3,1,2,1,0,0,8
北京警察学院,7,0,1,2,1,9,9,0,2,0,2,0,0,0,0,2
北京第二外国语学院中瑞酒店管理学院,6,2,6,9,18,143,11,86,3,0,1,1,4,0,8,4
中国科学院大学,293,17,525,350,591,428,568,410,922,313,667,473,528,431,701,412
北京工业职业技术学院,17,2,10,26,33,34,18,3,20,11,32,27,29,5,79,40
北京信息职业技术学院,0,1,5,3,2,7,5,3,2,1,4,3,1,1,6,2
北京电子科技职业学院,15,0,49,33,82,57,20,12,34,20,59,51,11,4,146,21
北京京北职业技术学院,2,1,3,1,4,2,1,2,1,0,0,1,1,0,3,0
北京交通职业技术学院,0,0,3,0,2,3,3,2,1,1,1,2,1,1,4,1
北京青年政治学院,3,2,2,2,5,4,6,0,2,0,2,6,1,0,3,6
北京农业职业学院,34,6,52,40,50,52,26,12,31,29,34,32,15,4,36,35
北京政法职业学院,0,0,2,1,1,3,5,1,0,2,5,3,2,1,9,1
北京财贸职业学院,4,2,3,7,5,7,7,4,2,4,6,4,3,1,8,2
北京北大方正软件职业技术学院,0,1,4,2,0,6,3,11,0,2,1,0,0,0,3,0
北京经贸职业学院,0,0,1,2,2,5,1,1,0,2,2,1,0,2,1,0
北京经济技术职业学院,0,0,0,1,0,2,3,0,1,1,1,2,0,1,2,0
北京戏曲艺术职业学院,4,1,1,2,2,3,3,2,1,1,4,6,2,0,0,3
北京汇佳职业学院,0,0,4,1,1,2,1,0,2,0,2,1,1,1,1,0
北京现代职业技术学院,0,0,5,1,0,1,2,2,0,0,0,0,0,0,1,0
北京科技经营管理学院,1,0,0,1,0,7,0,0,1,0,15,1,0,1,0,0
北京科技职业学院,0,0,0,0,12,3,2,0,1,0,1,7,7,5,11,4
北京培黎职业学院,0,0,1,1,2,3,1,1,1,0,0,1,0,0,5,2
北京经济管理职业学院,1,0,2,1,2,5,4,2,1,2,11,8,30,4,6,4
北京劳动保障职业学院,2,1,4,0,0,6,6,1,1,1,6,5,1,0,16,3
北京社会管理职业学院,6,2,12,6,5,7,7,3,5,2,7,2,3,4,6,14
北京艺术传媒职业学院,0,1,2,0,2,2,3,4,0,1,0,0,0,0,0,2
北京体育职业学院,1,0,0,2,2,1,0,1,0,0,0,1,0,1,2,0
北京交通运输职业学院,1,0,2,1,1,2,2,0,1,3,13,15,0,1,3,1
北京卫生职业学院,4,0,1,2,3,7,3,1,0,1,3,3,3,0,3,4
南开大学,1440,872,2440,1910,1660,2410,4830,1010,1420,1810,2010,1930,1340,759,2750,2230
天津大学,568,280,409,1130,1910,1260,1120,881,2140,1370,857,945,994,317,1430,1500
天津科技大学,16,7,16,20,17,102,70,15,18,69,47,18,12,9,40,14
天津工业大学,20,10,76,60,132,352,142,11,52,78,62,107,66,6,10,125
中国民航大学,19,12,156,102,205,173,103,20,160,20,410,72,18,11,94,64
天津理工大学,12,10,20,15,12,20,16,15,18,20,10,17,11,7,10,6
天津农学院,6,1,6,15,7,6,3,3,4,2,3,1,5,5,9,3
天津医科大学,13,4,10,16,14,20,175,16,15,20,12,8,7,3,14,15
天津中医药大学,13,5,13,6,15,50,14,10,15,20,13,7,16,10,101,11
天津师范大学,100,13,70,462,295,77,304,17,74,114,80,69,101,10,127,85
天津职业技术师范大学,10,7,12,12,14,9,9,4,5,11,8,8,13,4,12,8
天津外国语大学,8,4,15,12,16,62,15,5,10,20,19,15,17,4,14,18
天津商业大学,12,4,10,11,11,12,10,6,45,11,10,7,7,4,8,8
天津财经大学,15,8,14,18,18,109,20,8,19,27,84,9,14,6,8,17
天津体育学院,11,3,7,6,15,12,9,6,4,13,8,7,12,2,7,6
天津音乐学院,7,3,6,5,7,9,8,4,3,4,9,9,8,6,4,4
天津美术学院,15,11,14,105,14,18,15,129,14,63,16,57,11,8,11,44
天津城建大学,5,4,7,7,5,9,8,6,5,5,4,8,10,4,9,3
天津天狮学院,1,0,3,1,3,4,3,1,0,0,0,0,0,0,1,0
天津外国语大学滨海外事学院,4,1,8,5,13,10,8,16,4,1,1,3,4,0,4,4
天津体育学院运动与文化艺术学院,16,3,9,13,5,4,10,14,3,2,7,3,6,1,6,9
天津商业大学宝德学院,3,0,2,1,4,1,3,0,0,1,0,2,0,0,1,0
天津医科大学临床医学院,0,0,0,2,1,3,2,0,0,6,0,0,1,0,0,0
南开大学滨海学院,3,0,5,6,14,8,4,2,5,9,3,3,3,0,3,9
天津师范大学津沽学院,2,0,4,3,4,3,2,0,0,4,0,2,2,0,0,1
天津理工大学中环信息学院,0,0,4,3,4,1,2,0,0,0,1,1,0,0,0,0
北京科技大学天津学院,2,0,0,2,9,5,4,0,0,1,0,3,1,0,0,0
天津大学仁爱学院,0,0,1,3,2,2,2,0,0,1,0,2,2,0,0,3
天津财经大学珠江学院,0,0,4,4,3,9,4,0,3,0,2,1,2,0,0,1
天津市职业大学,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
天津中德职业技术学院,6,2,8,8,5,9,14,12,5,14,8,12,5,1,10,6
天津滨海职业学院,0,0,1,0,2,2,1,6,0,0,0,1,0,1,0,3
天津工程职业技术学院,0,1,0,3,1,2,7,8,1,1,1,0,2,1,1,2
天津青年职业学院,3,0,2,1,4,1,2,0,2,0,0,3,3,2,1,5
天津渤海职业技术学院,0,1,1,3,2,2,5,1,3,2,0,2,3,0,5,3
天津电子信息职业技术学院,2,0,1,8,2,3,13,6,2,1,3,1,1,0,3,3
天津机电职业技术学院,0,1,4,4,5,5,8,3,3,1,2,0,1,2,3,4
天津现代职业技术学院,2,4,8,3,4,3,17,7,5,2,2,6,1,2,12,4
天津公安警官职业学院,1,1,0,1,2,0,4,0,0,0,0,0,0,0,1,0
天津轻工职业技术学院,2,2,3,3,3,2,11,3,1,6,17,17,17,7,19,25
天津商务职业学院,2,1,2,1,2,2,3,1,2,2,1,0,0,1,4,1
天津国土资源和房屋职业学院,1,1,6,5,2,3,5,5,4,1,2,2,1,2,3,2
天津医学高等专科学校,1,3,2,6,4,3,6,6,1,0,1,2,2,0,5,1
天津开发区职业技术学院,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
天津艺术职业学院,2,1,1,1,1,1,4,0,1,0,1,0,4,0,2,2
天津交通职业学院,3,0,2,6,4,5,2,2,1,0,1,4,3,1,3,5
天津冶金职业技术学院,0,1,1,3,1,1,6,2,1,1,2,1,1,2,2,2
天津石油职业技术学院,10,2,12,11,9,22,5,8,13,12,7,0,1,0,1,1
天津城市职业学院,1,0,1,0,1,2,1,0,0,3,1,2,3,0,2,1
天津铁道职业技术学院,4,0,3,3,2,5,5,4,3,1,2,2,5,0,3,2
天津工艺美术职业学院,0,0,0,5,4,0,2,0,0,3,0,0,0,1,4,0
天津城市建设管理职业技术学院,0,5,4,1,6,5,7,3,4,5,1,3,2,1,3,3
天津生物工程职业技术学院,0,0,1,0,2,4,5,4,1,1,0,0,4,1,1,1
天津海运职业学院,0,1,2,3,3,3,2,1,1,0,1,1,2,1,1,3
天津广播影视职业学院,1,0,3,1,2,0,4,0,0,0,0,0,0,0,1,3
河北大学,98,11,131,70,105,118,214,66,137,174,160,144,141,19,76,124
河北工程大学,17,8,13,44,10,83,51,14,17,90,63,41,19,10,60,20
石家庄经济学院,16,7,10,10,11,55,17,10,19,17,9,14,224,5,8,5
河北工业大学,20,7,17,80,157,111,71,19,17,123,73,48,76,15,18,53
华北理工大学,0,0,14,148,101,123,74,16,91,134,128,191,92,11,81,99
河北科技大学,49,8,50,47,99,172,58,12,76,128,79,61,56,8,52,95
河北建筑工程学院,6,1,2,2,7,6,5,6,6,4,3,4,7,2,4,2
河北农业大学,13,6,14,9,14,17,51,12,80,20,9,17,178,19,16,572
河北医科大学,13,3,7,9,15,57,66,12,47,37,35,107,11,7,49,13
河北北方学院,14,3,7,10,4,7,5,9,5,8,10,10,14,3,2,6
承德医学院,10,4,20,24,14,30,22,5,19,12,26,24,15,8,25,30
河北师范大学,48,16,18,126,105,210,52,43,69,81,92,72,105,9,75,108
保定学院,8,1,5,6,20,8,5,9,2,3,2,7,3,2,2,7
河北民族师范学院,6,1,4,24,53,58,32,12,42,16,20,34,19,8,27,26
唐山师范学院,3,2,8,31,53,48,37,8,27,33,40,35,24,4,26,19
廊坊师范学院,5,3,2,4,3,8,2,2,6,2,3,6,3,3,0,2
衡水学院,3,2,1,12,6,35,11,8,40,29,36,51,29,12,56,63
石家庄学院,3,8,10,5,2,6,4,0,4,3,13,3,10,10,2,6
邯郸学院,7,4,10,33,69,105,41,16,40,48,37,41,107,5,39,43
邢台学院,3,1,6,6,7,7,6,4,2,6,3,9,2,3,6,3
沧州师范学院,0,1,4,3,2,1,3,2,1,6,6,3,3,2,2,1
石家庄铁道大学,94,8,19,17,101,73,77,17,85,88,120,102,107,6,124,129
燕山大学,18,8,56,19,12,45,99,40,46,20,46,73,17,10,20,53
河北科技师范学院,2,4,8,6,3,8,8,8,4,12,18,10,11,5,6,5
唐山学院,4,1,3,5,4,6,7,2,0,9,9,7,3,1,6,1
华北科技学院,11,0,12,11,7,35,29,4,32,8,27,8,8,2,20,22
中国人民武装警察部队学院,2,1,1,6,1,7,8,3,3,0,3,1,3,1,0,0
河北体育学院,7,1,0,4,1,4,3,0,4,5,12,4,5,0,3,1
河北金融学院,6,2,4,6,3,10,14,7,9,6,3,3,13,7,5,5
北华航天工业学院,10,2,4,2,4,9,5,6,1,6,4,8,5,2,4,3
防灾科技学院,10,3,14,12,14,16,10,6,13,7,13,14,19,7,17,15
河北经贸大学,12,5,12,77,11,12,36,7,49,66,98,44,34,6,16,18
中央司法警官学院,4,0,5,4,2,80,9,3,5,0,1,3,3,0,1,2
河北传媒学院,8,1,9,3,5,4,6,5,3,10,6,11,9,4,8,2
河北工程技术学院,1,0,2,2,3,3,4,1,0,1,4,2,3,0,0,8
河北美术学院,6,2,6,3,6,20,5,2,1,1,7,15,26,1,2,1180
河北科技学院,3,0,2,2,4,1,1,1,14,0,0,0,1,2,1,0
河北外国语学院,4,1,2,3,11,4,7,2,6,4,5,5,7,0,6,10
河北大学工商学院,3,1,1,5,5,6,2,1,0,0,1,6,5,1,0,1
华北理工大学轻工学院,0,0,2,15,46,41,12,4,18,35,17,108,9,1,15,43
河北科技大学理工学院,1,1,1,6,20,35,16,4,15,9,13,12,6,1,20,18
河北师范大学汇华学院,6,1,1,8,2,2,4,0,1,1,0,4,5,0,0,1
河北经贸大学经济管理学院,0,1,3,6,4,2,2,0,1,2,5,2,1,0,3,4
河北医科大学临床学院,0,0,0,2,3,2,5,0,0,2,0,0,0,0,2,0
华北电力大学科技学院,1,1,1,2,2,3,2,2,0,0,0,2,1,0,0,0
河北工程大学科信学院,0,0,0,2,3,3,2,0,0,0,1,1,1,0,0,2
河北工业大学城市学院,0,0,2,4,1,1,1,1,0,0,19,0,0,0,0,2
燕山大学里仁学院,1,0,6,5,4,3,2,7,5,2,0,1,1,0,1,2
石家庄铁道大学四方学院,1,1,2,1,2,3,2,0,0,1,0,0,1,1,0,0
石家庄经济学院华信学院,1,1,1,2,4,1,7,0,0,3,0,2,2,0,0,1
河北农业大学现代科技学院,0,1,1,2,1,1,4,3,0,0,0,1,2,0,0,1
华北理工大学冀唐学院,0,0,1,0,2,2,2,0,0,3,0,1,3,0,3,2
中国地质大学长城学院,0,0,1,3,11,11,11,4,0,1,3,10,5,2,15,5
燕京理工学院,0,0,10,16,4,16,4,0,9,3,3,4,1,1,9,3
北京中医药大学东方学院,0,0,1,2,18,38,11,5,13,12,25,19,6,1,16,4
北京交通大学海滨学院,1,0,2,1,5,3,2,0,0,0,1,3,2,0,0,0
河北中医学院,2,0,3,2,4,8,6,3,5,5,3,0,2,1,4,1
张家口学院,4,1,4,3,2,2,5,6,0,2,2,4,4,1,0,1
河北工程技术高等专科学校,0,2,0,2,1,2,2,1,5,1,0,1,5,0,0,1
河北工业职业技术学院,1,2,3,6,3,6,9,4,5,5,1,3,3,0,3,0
邯郸职业技术学院,0,1,2,4,2,5,7,5,0,3,0,2,3,2,1,6
石家庄职业技术学院,21,2,16,41,132,50,36,12,19,28,22,42,33,2,27,26
张家口职业技术学院,2,3,1,3,3,4,10,4,0,3,1,2,0,1,4,1
承德石油高等专科学校,5,3,5,5,2,2,5,4,0,4,5,3,4,0,4,4
邢台职业技术学院,3,2,3,10,2,7,9,11,2,6,6,10,3,1,5,4
河北软件职业技术学院,0,1,2,6,1,4,8,4,0,3,0,1,2,2,2,1
河北石油职业技术学院,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
河北建材职业技术学院,0,2,0,2,3,4,5,4,2,2,1,2,4,5,4,4
河北政法职业学院,5,2,1,2,5,1,2,2,0,0,2,1,3,2,1,1
沧州职业技术学院,1,2,2,2,2,4,7,5,0,3,5,1,2,1,2,3
河北能源职业技术学院,3,5,0,4,2,6,7,1,4,6,8,13,8,5,12,9
石家庄铁路职业技术学院,8,1,14,10,20,18,8,6,12,9,12,18,7,2,15,23
保定职业技术学院,2,1,4,4,5,7,7,5,3,7,1,4,3,0,4,25
秦皇岛职业技术学院,1,1,3,3,2,8,8,8,3,9,4,4,3,2,5,0
石家庄工程职业学院,1,1,0,2,2,2,5,1,0,1,0,7,15,9,2,1
石家庄城市经济职业学院,0,0,0,1,2,2,4,1,0,0,0,0,0,1,0,0
唐山职业技术学院,0,1,5,2,4,5,9,4,3,4,9,7,2,3,12,4
衡水职业技术学院,9,3,2,4,6,4,14,4,3,3,0,3,4,2,5,6
唐山工业职业技术学院,17,6,29,40,67,43,39,52,27,32,44,49,39,8,39,48
邢台医学高等专科学校,0,2,3,2,1,3,2,5,4,0,2,1,0,1,4,0
河北省艺术职业学院,0,3,1,0,1,2,1,0,0,0,0,1,0,0,0,0
河北旅游职业学院,1,0,7,6,1,1,2,1,1,2,6,5,6,2,1,1
石家庄财经职业学院,0,0,0,1,2,0,4,1,0,0,0,1,0,1,2,1
河北交通职业技术学院,2,0,3,3,1,1,2,4,1,2,0,0,3,1,2,1
河北化工医药职业技术学院,0,4,4,4,1,8,8,6,1,3,0,2,4,1,3,1
石家庄信息工程职业学院,1,0,1,6,8,7,3,3,4,2,2,6,18,3,17,11
河北外国语职业学院,1,0,1,0,6,6,4,2,6,3,4,1,4,2,4,4
保定电力职业技术学院,0,0,2,1,1,2,3,1,0,1,0,3,2,0,1,1
河北机电职业技术学院,0,2,4,3,4,4,9,7,0,6,1,2,3,1,1,1
渤海石油职业学院,5,6,12,1,1,0,1,2,0,0,0,1,0,0,1,0
廊坊职业技术学院,1,1,2,5,4,5,6,4,2,5,5,2,4,2,3,3
唐山科技职业技术学院,1,0,1,0,2,2,1,1,0,1,2,0,1,1,3,1
石家庄邮电职业技术学院,0,2,4,3,2,5,8,11,1,4,1,1,3,1,2,1
河北公安警察职业学院,0,0,0,2,3,3,2,0,1,0,1,0,0,0,0,0
石家庄工商职业学院,6,2,8,7,6,4,4,2,1,1,1,4,18,8,4,4
石家庄理工职业学院,0,0,6,9,11,2,5,2,0,2,5,1,1,1,1,5
石家庄科技信息职业学院,4,8,5,5,8,3,2,2,0,1,0,1,3,2,1,1
河北司法警官职业学院,0,0,2,3,4,4,2,2,1,0,0,3,2,0,2,0
沧州医学高等专科学校,5,1,3,3,1,2,2,2,1,3,5,1,0,4,2,1
河北女子职业技术学院,5,0,5,2,4,4,9,3,2,5,2,4,14,0,5,2
石家庄医学高等专科学校,2,0,0,3,2,4,4,3,0,0,1,1,1,1,2,0
石家庄经济职业学院,0,0,0,1,1,0,1,1,0,1,1,0,2,0,0,0
冀中职业学院,0,0,0,1,1,2,3,1,0,0,1,1,1,0,3,1
石家庄人民医学高等专科学校,0,0,0,2,2,2,2,7,0,0,1,0,5,4,1,0
石家庄科技工程职业学院,3,3,7,7,6,1,2,4,0,0,4,1,4,1,2,3
河北劳动关系职业学院,1,1,4,3,8,0,7,1,1,1,2,0,1,1,1,0
石家庄科技职业学院,0,0,0,1,1,0,3,1,1,0,0,0,0,3,0,0
廊坊东方职业技术学院,1,1,0,5,4,4,6,5,0,2,0,1,1,3,1,1
泊头职业学院,0,0,0,1,2,1,1,1,0,1,0,1,1,0,2,0
宣化科技职业学院,3,1,4,1,1,1,3,2,0,1,1,0,0,1,2,1
廊坊燕京职业技术学院,3,1,0,4,1,4,6,3,0,2,2,1,0,2,0,0
承德护理职业学院,8,2,10,11,10,10,3,4,4,7,7,7,5,4,11,14
石家庄幼儿师范高等专科学校,6,0,13,12,12,19,7,3,10,9,16,57,6,1,12,18
廊坊卫生职业学院,1,0,1,1,2,1,3,1,0,1,2,8,1,2,2,1
河北轨道运输职业技术学院,0,0,4,3,1,2,2,1,1,1,1,0,2,1,0,0
保定幼儿师范高等专科学校,0,1,1,2,1,2,3,1,0,0,0,1,1,0,2,0
河北工艺美术职业学院,1,0,0,2,6,3,1,1,1,1,0,0,2,0,1,0
渤海理工职业学院,0,0,12,2,5,2,2,1,3,1,3,0,0,3,0,1
山西大学,96,19,108,185,151,351,122,69,152,65,119,115,77,128,127,119
太原科技大学,5,6,10,19,13,16,42,10,12,10,12,8,10,5,8,5
中北大学,11,9,16,181,17,113,102,11,14,18,109,100,46,14,29,18
太原理工大学,133,12,244,78,218,119,183,18,45,71,97,274,52,9,97,68
山西农业大学,10,8,10,13,15,59,53,7,13,16,50,13,8,15,100,14
山西医科大学,7,3,8,9,11,13,15,7,7,8,6,10,8,5,11,11
长治医学院,4,0,6,17,2,7,8,3,442,3,6,7,5,13,3,5
山西师范大学,13,5,37,11,44,61,55,14,43,35,65,43,36,10,52,40
太原师范学院,11,2,10,8,1,7,5,3,3,3,6,7,8,3,5,7
山西大同大学,3,0,7,5,2,6,6,3,3,1,2,7,4,7,4,4
晋中学院,5,3,3,7,7,13,9,9,3,6,9,4,6,2,5,4
长治学院,4,1,0,2,2,7,5,0,3,1,1,4,3,1,2,1
运城学院,6,0,14,31,22,19,15,5,25,11,17,36,9,6,16,20
忻州师范学院,1,0,1,2,2,4,6,0,1,1,3,5,5,6,3,5
山西财经大学,10,3,6,10,10,14,19,10,9,14,12,10,13,8,14,10
山西中医学院,2,1,9,3,2,5,6,4,8,4,3,1,4,8,3,1
吕梁学院,2,2,2,3,7,36,18,7,8,7,3,4,5,1,2,1
太原学院,0,0,1,0,2,3,4,3,1,10,3,4,3,0,7,1
山西应用科技学院,0,0,2,2,1,3,5,0,2,1,0,0,0,0,4,1
山西大学商务学院,5,1,7,11,34,16,7,5,19,10,8,6,8,11,18,35
太原理工大学现代科技学院,1,2,1,2,0,2,2,1,1,0,0,0,0,0,0,0
山西农业大学信息学院,2,2,4,2,5,7,14,2,6,4,3,5,0,0,4,2
山西师范大学现代文理学院,4,3,11,0,23,28,8,1,13,13,18,16,9,0,18,26
中北大学信息商务学院,1,0,2,2,5,10,5,1,3,2,2,3,2,0,1,0
太原科技大学华科学院,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0
山西医科大学晋祠学院,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
山西财经大学华商学院,1,0,1,1,1,2,2,0,1,0,4,0,0,0,0,0
山西工商学院,0,0,6,3,3,7,6,1,1,3,1,4,0,0,2,4
太原工业学院,3,1,2,2,1,7,8,3,6,1,4,3,8,2,2,1
山西传媒学院,7,0,4,6,8,8,11,7,6,8,12,11,5,0,4,5
山西工程技术学院,0,0,2,1,0,5,2,0,1,2,0,2,0,0,1,1
山西省财政税务专科学校,0,0,0,0,1,2,1,1,0,0,0,2,0,0,1,0
山西警官高等专科学校,0,1,0,1,1,3,19,7,7,0,1,0,5,0,0,4
长治职业技术学院,0,0,3,3,1,3,3,2,1,3,0,3,1,0,4,1
山西艺术职业学院,3,2,0,1,0,3,5,0,4,1,2,4,1,1,0,0
晋城职业技术学院,1,1,3,2,4,7,6,3,1,3,1,2,2,0,4,2
山西建筑职业技术学院,0,0,1,0,3,17,3,9,3,1,0,2,1,1,1,0
山西药科职业学院,1,0,1,0,0,3,5,2,0,2,2,0,2,1,3,1
山西工程职业技术学院,0,0,3,0,2,5,5,13,1,3,0,1,1,1,5,0
山西交通职业技术学院,0,0,4,2,10,4,7,4,1,5,5,1,5,3,7,5
大同煤炭职业技术学院,0,0,3,0,1,3,3,3,2,2,1,0,0,0,3,1
山西机电职业技术学院,0,0,3,0,1,5,6,2,1,3,1,0,1,1,6,1
山西戏剧职业学院,1,1,2,0,2,1,3,4,0,1,2,2,2,1,3,2
山西财贸职业技术学院,1,0,0,0,1,2,3,4,1,0,1,0,1,1,2,0
山西林业职业技术学院,0,0,4,1,1,3,6,2,2,2,2,3,0,0,1,0
山西水利职业技术学院,0,0,3,0,4,7,7,3,2,2,0,1,2,1,10,11
阳泉职业技术学院,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1
临汾职业技术学院,0,0,3,2,4,5,4,2,1,2,3,2,0,1,3,0
山西职业技术学院,0,0,3,1,2,5,4,7,3,5,1,2,0,3,9,2
山西煤炭职业技术学院,0,0,3,0,1,5,7,2,1,4,1,0,0,2,5,1
山西金融职业学院,0,0,0,1,1,6,1,0,0,2,2,4,1,0,0,1
太原城市职业技术学院,1,0,0,0,2,1,2,0,1,0,0,0,1,0,4,0
山西信息职业技术学院,0,1,4,0,3,2,3,2,1,2,0,1,0,0,5,0
山西体育职业学院,1,0,0,0,0,4,1,0,2,0,0,2,1,0,0,1
山西警官职业学院,0,0,1,0,0,3,2,0,0,0,0,0,1,1,4,0
山西国际商务职业学院,0,1,0,0,0,2,5,0,5,1,0,0,0,2,1,1
潞安职业技术学院,0,0,3,0,1,3,1,1,0,0,0,0,1,1,1,1
太原旅游职业学院,0,0,1,1,0,2,2,0,1,0,0,0,1,0,1,1
山西旅游职业学院,0,1,0,0,0,3,3,1,2,1,0,0,3,1,3,0
山西管理职业学院,0,0,0,0,0,2,2,0,2,0,0,2,1,0,1,1
山西电力职业技术学院,0,0,1,0,1,5,3,1,0,1,0,0,0,0,0,0
忻州职业技术学院,0,0,3,1,1,6,3,2,3,2,1,1,0,0,6,0
山西同文职业技术学院,0,2,3,1,1,2,4,2,2,3,0,0,1,0,5,0
晋中职业技术学院,1,0,3,0,2,5,6,2,4,3,0,0,2,0,5,4
山西华澳商贸职业学院,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,2
山西运城农业职业技术学院,0,1,3,0,1,5,4,2,1,3,0,0,0,0,7,2
运城幼儿师范高等专科学校,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,0
山西老区职业技术学院,0,1,3,1,2,2,2,2,1,2,0,0,1,1,4,0
