university,wb_cnt_since2015,ret_cnt,like_cnt,cmt_cnt
湖南大学,2296,27.029181,40.937718,20.521341
湖南财政经济学院,189,3.888889,24.507937,6.851852
湖南师范大学树达学院,220,0.0,0.0,0.0
广州铁路职业技术学院,103,0.0,0.0,0.0
广州松田职业学院,90,0.677778,1.255556,1.422222
广州华夏职业学院,103,0.582524,1.504854,1.514563
惠州卫生职业技术学院,408,0.348039,2.183824,0.372549
桂林电子科技大学,730,7.471233,21.087671,8.138356
广西师范大学,55,0.0,0.0,0.0
桂林理工大学博文管理学院,74,2.0,3.540541,1.932432
广西国际商务职业技术学院,118,0.0,0.0,0.0
四川应用技术职业学院,665,0.121805,1.067669,0.067669
昆明学院,1610,5.619876,11.824845,3.90559
云南文化艺术职业学院,104,0.990385,2.173077,1.192308
楚雄医药高等专科学校,41,0.560976,1.390244,0.487805
昆明卫生职业学院,89,3.101124,4.359551,6.179775
西藏藏医学院,83,0.807229,1.325301,0.53012
西安理工大学,662,7.398792,18.758308,8.003021
西安石油大学,401,6.01995,14.244389,8.229426
咸阳师范学院,258,3.317829,13.612403,5.488372
西安体育学院,601,32.860233,37.484193,24.995008
西安医学院,774,93.29845,45.917313,114.631783
延安大学西安创新学院,289,2.318339,5.50173,4.927336
陕西能源职业技术学院,70,1.214286,3.085714,3.542857
陕西职业技术学院,200,2.5,3.15,4.475
陕西经济管理职业技术学院,51,0.529412,0.176471,2.862745
陕西电子科技职业学院,77,3.246753,7.025974,7.077922
兰州城市学院,645,3.815504,7.173643,2.755039
兰州财经大学,1572,15.824427,18.394402,16.73028
定西师范高等专科学校,13,3.692308,0.461538,0.461538
兰州外语职业学院,175,1.314286,2.251429,1.382857
甘肃交通职业技术学院,132,2.325758,2.984848,1.30303
甘肃畜牧工程职业技术学院,64,2.375,0.84375,0.703125
庆阳职业技术学院,67,1.432836,3.656716,1.149254
青海大学昆仑学院,109,0.66055,4.724771,1.59633
青海警官职业学院,5,1.0,0.8,0.0
青海交通职业技术学院,97,1.896907,2.876289,2.85567
西宁城市职业技术学院,20,0.15,1.5,0.3
宁夏医科大学,497,5.195171,5.561368,3.712274
宁夏大学新华学院,148,2.445946,4.418919,2.513514
宁夏职业技术学院,81,1.061728,1.604938,1.074074
宁夏司法警官职业学院,98,1.408163,1.714286,0.683673
宁夏艺术职业学院,35,1.628571,2.428571,1.428571
石河子大学,713,6.918654,14.870968,6.708275
昌吉学院,207,1.236715,5.101449,1.772947
新疆农业职业技术学院,141,1.092199,1.042553,0.907801
新疆机电职业技术学院,32,3.03125,0.15625,1.34375
巴音郭楞职业技术学院,61,1.606557,1.327869,0.622951
新疆职业大学,170,0.505882,3.270588,1.188235
北京交通大学,1227,13.161369,18.832111,8.515892
北京化工大学,33,6.151515,5.606061,4.424242
北京建筑大学,39,12.923077,4.74359,4.923077
北京林业大学,10,10.7,6.0,5.1
首都体育学院,25,2.52,3.2,2.52
北京语言大学,13,10.923077,6.461538,6.615385
首都经济贸易大学,397,7.463476,9.241814,5.372796
北京体育大学,31,27.129032,26.516129,13.419355
中国戏曲学院,19,21.157895,26.421053,9.631579
北京信息科技大学,28,3.392857,1.178571,2.785714
北京城市学院,26,38.038462,7.384615,19.692308
北京吉利学院,1,2.0,0.0,3.0
北京电子科技职业学院,17,0.0,0.058824,2.588235
北京戏曲艺术职业学院,295,3.823729,9.345763,3.186441
北京体育职业学院,34,2.794118,0.029412,1.823529
天津医科大学,55,0.254545,0.0,0.890909
石家庄学院,1785,7.422409,9.998319,4.270028
防灾科技学院,8,0.25,3.25,1.25
河北外国语学院,10,0.7,5.2,4.0
河北经贸大学经济管理学院,16,0.8125,5.5625,0.5625
河北工业大学城市学院,19,0.631579,2.052632,1.473684
燕京理工学院,863,1.668598,5.471611,2.552723
石家庄职业技术学院,11,1.454545,1.090909,1.545455
河北软件职业技术学院,13,0.076923,1.384615,0.076923
河北政法职业学院,10,12.7,13.8,3.8
秦皇岛职业技术学院,26,0.384615,1.346154,2.269231
唐山职业技术学院,15,2.8,0.066667,3.066667
邢台医学高等专科学校,18,0.222222,0.055556,1.388889
河北旅游职业学院,27,1.296296,0.037037,2.222222
石家庄信息工程职业学院,164,3.140244,4.786585,2.890244
河北机电职业技术学院,38,10.657895,0.526316,2.210526
唐山科技职业技术学院,43,0.418605,0.0,1.186047
河北公安警察职业学院,29,0.103448,0.034483,1.793103
石家庄理工职业学院,15,0.933333,0.0,1.0
石家庄科技信息职业学院,11,0.545455,0.0,2.363636
河北劳动关系职业学院,83,1.337349,0.566265,2.903614
石家庄科技职业学院,1,0.0,0.0,0.0
廊坊东方职业技术学院,3,0.0,0.0,7.0
承德护理职业学院,17,16.470588,1.470588,9.647059
河北轨道运输职业技术学院,15,3.133333,0.133333,2.066667
山西大学,13,8.692308,0.076923,3.846154
山西农业大学,14,0.357143,0.0,0.214286
太原师范学院,8,0.875,0.0,5.125
山西财经大学,10,0.2,0.1,5.7
山西大学商务学院,7,0.0,0.0,0.428571
太原科技大学华科学院,152,1.776316,0.657895,1.842105
晋中职业技术学院,96,0.25,1.885417,1.104167
朔州职业技术学院,32,0.3125,0.03125,0.1875
鄂尔多斯职业学院,75,2.773333,1.853333,0.6
大连理工大学,1786,25.321948,24.641097,14.801232
辽宁石油化工大学,10,0.6,1.6,0.6
大连海事大学,20,17.8,5.8,8.85
大连海洋大学,9,1.0,1.777778,1.333333
沈阳药科大学,21,18.190476,3.952381,10.666667
鞍山师范学院,18,0.833333,2.222222,0.888889
中国刑事警察学院,288,3.947917,9.253472,4.631944
辽宁科技学院,401,1.753117,6.169576,2.905237
大连民族大学,32,0.0,0.0,0.0
辽宁师范大学海华学院,18,0.0,0.0,0.0
辽宁科技大学信息技术学院,27,0.0,0.0,0.0
沈阳化工大学科亚学院,26,0.153846,0.0,1.423077
辽宁财贸学院,134,0.731343,6.30597,3.19403
抚顺师范高等专科学校,72,0.444444,0.777778,0.986111
大连职业技术学院,25,1.16,0.16,0.4
阜新高等专科学校,14,0.5,0.142857,1.785714
辽宁铁道职业技术学院,117,0.683761,2.769231,2.034188
大连汽车职业技术学院,4,0.0,0.0,2.0
辽宁城市建设职业技术学院,3,0.0,0.0,0.0
吉林师范大学,1321,1.847086,5.953066,2.928085
长春大学,11,1.545455,2.363636,1.545455
长春财经学院,14,5.142857,4.642857,6.428571
东北师范大学人文学院,20,3.25,8.05,12.45
长春金融高等专科学校,67,2.58209,0.447761,2.179104
吉林司法警官职业学院,15,0.733333,0.066667,0.8
长春职业技术学院,132,2.037879,4.666667,2.628788
松原职业技术学院,81,0.728395,0.111111,0.54321
延边职业技术学院,11,0.090909,0.0,0.0
黑龙江大学,14,0.071429,0.0,0.071429
黑龙江科技大学,14,0.142857,0.0,1.857143
东北林业大学,1,0.0,0.0,0.0
牡丹江大学,139,0.568345,1.748201,2.028777
黑龙江农业工程职业学院,29,1.0,0.0,0.689655
哈尔滨铁道职业技术学院,88,3.465909,3.852273,3.534091
黑龙江农业经济职业学院,16,0.0,0.0,0.125
哈尔滨职业技术学院,11,0.272727,0.0,1.727273
七台河职业学院,21,1.52381,0.095238,0.809524
上海交通大学,2981,50.561892,133.605837,23.604495
上海师范大学,15,53.8,32.2,21.133333
华东政法大学,24,9.333333,18.083333,6.666667
上海大学,20,9.9,8.0,6.25
上海第二工业大学,314,2.388535,4.203822,3.414013
上海外国语大学贤达经济人文学院,50,12.46,1.46,7.68
宁波城市职业技术学院,104,0.0,0.0,0.0
福建艺术职业学院,95,1.357895,5.168421,2.821053
福建体育职业技术学院,159,1.528302,2.553459,2.918239
南昌航空大学,622,4.37299,11.233119,5.348875
江西科技学院,671,3.071535,7.967213,6.080477
南昌理工学院,420,4.116667,5.82381,4.269048
南昌航空大学科技学院,1071,0.734827,1.997199,0.699346
江西环境工程职业学院,691,1.829233,3.06657,1.40521
江西外语外贸职业学院,461,4.941432,5.856833,2.112798
江西工程职业学院,123,1.056911,2.878049,1.512195
江西传媒职业学院,2198,0.146497,0.443585,0.116924
河南科技学院,1026,3.601365,7.387914,3.765107
许昌学院,1473,5.426341,10.395112,4.855397
河南工程学院,747,6.243641,9.212851,4.062918
商丘工学院,968,6.106405,10.57438,7.128099
河南机电高等专科学校,173,8.017341,5.127168,3.641618
周口职业技术学院,411,28.048662,51.627737,36.822384
南阳医学高等专科学校,57,1.333333,1.859649,1.473684
河南交通职业技术学院,545,7.957798,14.776147,5.87156
驻马店职业技术学院,63,1.111111,1.984127,1.0
鹤壁汽车工程职业学院,43,1.697674,4.27907,2.046512
河南医学高等专科学校,252,1.714286,10.337302,4.825397
武汉理工大学,2948,24.223881,24.968453,12.808684
湖北理工学院,416,1.576923,4.860577,2.007212
武汉商学院,266,0.81203,7.432331,2.669173
三峡大学科技学院,156,2.621795,5.108974,3.346154
湖北汽车工业学院科技学院,123,1.325203,3.821138,1.918699
武汉设计工程学院,701,12.53923,68.031384,7.884451
荆州职业技术学院,84,3.416667,8.154762,9.345238
湖北水利水电职业技术学院,115,0.0,0.0,0.0
湖北国土资源职业学院,58,0.637931,1.810345,2.448276
湘潭大学,1527,13.70334,63.342502,11.944335
湖南商学院,687,3.394469,21.179039,5.007278
湘潭大学兴湘学院,135,1.014815,3.222222,1.644444
吉首大学张家界学院,131,0.48855,3.725191,1.534351
湖南税务高等专科学校,75,0.253333,0.093333,2.466667
湖南工程职业技术学院,225,4.288889,5.413333,7.431111
郴州职业技术学院,74,0.108108,0.972973,0.635135
潇湘职业学院,28,0.392857,0.285714,0.607143
湘西民族职业技术学院,48,0.520833,0.291667,0.75
湖南现代物流职业技术学院,61,5.770492,22.327869,46.540984
益阳医学高等专科学校,40,0.9,1.375,1.6
湖南工商职业学院,42,2.47619,1.928571,2.285714
中山大学,4754,42.436264,50.338452,27.808372
广州美术学院,747,19.639893,38.445783,14.572959
广州航海学院,208,1.033654,2.519231,4.081731
广东石油化工学院,271,3.276753,5.202952,2.431734
南方医科大学,788,11.899746,16.304569,6.961929
广东工业大学华立学院,70,3.585714,3.071429,3.457143
吉林大学珠海学院,499,16.577154,26.258517,10.244489
香港中文大学深圳,23,15.0,11.304348,12.217391
民办南华工商学院,15,0.733333,0.8,5.866667
广州番禺职业技术学院,161,0.0,0.0,0.0
广西科技师范学院,102,3.421569,5.401961,4.411765
桂林旅游学院,855,2.4,4.183626,3.356725
桂林师范高等专科学校,6,0.166667,2.166667,0.0
广西交通职业技术学院,28,0.071429,1.964286,0.678571
北海职业学院,55,0.436364,1.636364,0.927273
广西英华国际职业学院,111,0.378378,0.477477,1.18018
海南大学,1815,31.950413,30.363085,9.726171
重庆邮电大学,703,10.957326,38.620199,13.617354
长江师范学院,1073,2.180801,8.44082,3.048462
重庆大学城市科技学院,448,4.220982,10.408482,4.6875
重庆三峡职业学院,1279,0.143081,1.502737,0.245504
重庆电讯职业学院,16,0.25,3.4375,1.5625
重庆安全技术职业学院,69,0.318841,1.550725,1.362319
重庆幼儿师范高等专科学校,41,0.585366,1.926829,0.609756
西南科技大学,2237,14.804649,15.43004,10.640143
绵阳师范学院,970,2.223711,7.696907,2.631959
成都学院,1629,49.307551,64.812769,20.467158
四川工商学院,1210,6.227273,10.942149,9.036364
四川化工职业技术学院,202,1.173267,4.356436,1.866337
四川工商职业技术学院,398,2.40201,5.71608,4.427136
四川职业技术学院,571,2.534151,4.49387,3.485114
四川文化产业职业学院,223,1.071749,4.026906,2.170404
四川三河职业学院,187,1.245989,5.15508,0.684492
川南幼儿师范高等专科学校,55,1.418182,4.436364,4.254545
贵州医科大学,1096,1.786496,7.880474,3.422445
六盘水师范学院,232,2.159483,9.206897,3.581897
遵义医学院医学与科技学院,23,1.652174,7.782609,0.478261
贵州警官职业学院,66,1.575758,8.69697,4.136364
黔南民族职业技术学院,49,3.816327,3.612245,0.734694
贵州工业职业技术学院,61,3.344262,12.442623,5.393443
贵州轻工职业技术学院,177,4.084746,23.881356,12.655367
贵州职业技术学院,91,0.978022,5.076923,2.131868
毕节医学高等专科学校,45,0.777778,1.066667,0.311111
大理大学,98,0.0,0.0,0.0
宝鸡文理学院,817,25.182375,19.906977,32.892289
商洛学院,562,0.923488,3.368327,1.61032
西安思源学院,339,3.280236,6.99115,3.640118
杨凌职业技术学院,259,2.938224,5.80695,4.46332
西安高新科技职业学院,47,3.617021,8.829787,7.851064
西安汽车科技职业学院,162,0.925926,4.401235,1.62963
安康职业技术学院,73,1.013699,3.712329,1.808219
兰州大学,133,0.0,0.0,0.0
喀什大学,419,2.455847,4.408115,1.250597
新疆农业大学科学技术学院,65,0.907692,2.415385,0.938462
和田师范专科学校,74,0.0,0.0,0.0
新疆建设职业技术学院,42,0.928571,1.238095,1.928571
新疆交通职业技术学院,75,0.853333,1.506667,0.92
新疆科技职业技术学院,11,0.0,1.090909,0.090909
