university,51_2,51_6,50_1,50_5,61_1,61_5,62_1,62_5,63_1,63_5,64_1,64_5,53_1,53_5,52_1,52_5,21_1,21_5,22_1,22_5,23_1,23_5,46_1,46_5,44_1,44_5,45_1,45_5,42_1,42_5,43_1,43_5,41_1,41_5,11_11,11_15,13_1,13_5,12_1,12_5,15_1,15_5,14_1,14_5,33_1,33_5,32_1,32_5,31_1,31_5,37_1,37_5,36_1,36_5,35_1,35_5,34_11,34_15,54_1,54_5,65_11,65_15
扬州大学,69.0,77.0,68.6666666667,75.0,55.6666666667,57.6666666667,70.3333333333,86.3333333333,-1,-1,-1,-1,100.0,112.333333333,103.0,133.333333333,84.6666666667,110.666666667,123.0,130.333333333,99.3333333333,120.666666667,100.666666667,94.6666666667,-1,-1,122.666666667,152.666666667,66.0,93.6666666667,86.6666666667,108.666666667,73.0,104.666666667,29.6666666667,12.0,78.0,96.3333333333,74.3333333333,90.6666666667,114.666666667,146.666666667,64.0,79.6666666667,176.333333333,217.0,36.3333333333,35.6666666667,32.3333333333,38.6666666667,88.3333333333,122.0,67.6666666667,84.6666666667,122.0,156.666666667,62.6666666667,94.6666666667,-1,-1,106.666666667,120.0
南开大学,120.666666667,168.333333333,126.666666667,156.333333333,141.0,207.333333333,133.333333333,180.333333333,153.0,206.0,118.333333333,168.333333333,159.0,209.0,167.0,233.666666667,139.666666667,207.666666667,185.333333333,232.666666667,188.0,250.0,189.666666667,196.333333333,92.3333333333,139.0,174.0,238.333333333,108.0,174.666666667,129.666666667,190.666666667,131.333333333,181.666666667,132.333333333,172.333333333,125.0,173.666666667,139.666666667,195.333333333,181.666666667,259.666666667,113.666666667,171.333333333,236.666666667,291.666666667,66.3333333333,69.6666666667,83.0,131.333333333,133.666666667,190.0,108.333333333,158.0,159.0,230.666666667,109.666666667,172.0,-1,303.666666667,177.333333333,231.0
中国科学院大学,-1,185.0,-1,-1,-1,228.5,-1,-1,-1,-1,-1,-1,-1,245.0,-1,-1,-1,231.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,217.0,-1,217.5,-1,198.5,-1,177.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,347.0,-1,82.5,-1,-1,-1,203.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
福建中医药大学,-1,71.0,33.6666666667,43.6666666667,-1,-1,42.0,52.0,-1,-1,-1,-1,61.0,68.0,55.6666666667,73.6666666667,-1,-1,-1,-1,64.0,95.0,-1,43.3333333333,-1,43.0,73.0,110.333333333,45.0,42.0,48.6666666667,69.3333333333,45.6666666667,60.3333333333,-1,-1,-1,-1,-1,-1,80.0,97.6666666667,34.3333333333,43.3333333333,109.0,214.0,22.0,20.6666666667,-1,-1,-1,-1,37.0,52.3333333333,95.6666666667,127.0,31.6666666667,33.6666666667,-1,45.0,-1,79.5
广西医科大学,-1,121.666666667,5.0,111.666666667,-1,134.0,-1,-1,-1,-1,-1,-1,39.0,165.666666667,23.0,185.0,8.5,126.0,-1,-1,20.5,181.333333333,-1,123.333333333,-1,77.0,67.0,182.333333333,8.0,109.666666667,6.0,133.333333333,-1,114.333333333,-1,120.0,-1,-1,-1,122.0,-1,205.333333333,-1,105.333333333,-1,246.666666667,5.0,46.6666666667,-1,93.0,14.0,139.333333333,14.5,102.666666667,59.0,157.666666667,-1,107.666666667,-1,-1,-1,-1
晋中学院,15.0,20.6666666667,1.0,6.66666666667,8.0,13.0,2.66666666667,7.0,-1,-1,0.666666666667,-2.0,8.66666666667,7.33333333333,-0.333333333333,9.66666666667,7.66666666667,5.33333333333,27.0,18.0,19.0,-1,-8.33333333333,-8.33333333333,-1,-1,30.3333333333,29.3333333333,5.66666666667,11.6666666667,1.0,3.33333333333,5.66666666667,6.66666666667,-1,-1,9.33333333333,9.0,-4.66666666667,-5.66666666667,27.3333333333,-1,10.0,7.33333333333,-1,-1,3.0,2.33333333333,-1,-1,16.3333333333,26.0,-4.66666666667,-3.33333333333,-1,-1,-0.999,22.5,-1,-1,21.0,-1
长江大学,48.3333333333,84.3333333333,26.0,57.0,53.3333333333,55.0,40.6666666667,79.3333333333,27.3333333333,95.6666666667,25.3333333333,28.0,45.6666666667,47.0,57.3333333333,70.3333333333,27.0,108.0,70.0,93.3333333333,40.3333333333,93.3333333333,33.3333333333,37.3333333333,26.0,30.0,91.3333333333,111.0,36.6666666667,68.6666666667,49.3333333333,73.0,52.3333333333,91.0,-0.666666666667,1.33333333333,42.3333333333,86.0,22.0,80.3333333333,55.3333333333,64.3333333333,41.6666666667,74.3333333333,159.0,175.0,10.0,12.0,7.0,10.5,41.6666666667,96.6666666667,34.5,65.3333333333,75.6666666667,90.3333333333,24.0,69.3333333333,71.0,76.3333333333,47.6666666667,51.3333333333
辽宁科技学院,22.3333333333,35.5,5.5,27.0,-1,-1,7.5,20.0,-1,-1,-1,-1,14.0,-1,9.66666666667,20.0,15.3333333333,14.3333333333,-1,51.0,-1,44.0,-1,-1,2.0,-1,33.0,31.6666666667,-1,-1,-1,-1,17.0,37.0,-1,-1,-1,40.6666666667,-1,-1,-1,66.3333333333,15.0,19.3333333333,-1,-1,2.0,6.0,-1,-1,-1,22.6666666667,-1,-1,28.5,36.6666666667,8.33333333333,-1,-1,-1,20.0,27.5
浙江中医药大学,-1,-1,-1,-1,-1,44.3333333333,-1,-1,-1,-1,-1,-1,-1,-1,37.0,72.3333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78.3333333333,104.666666667,-1,46.3333333333,43.3333333333,68.0,-1,64.3333333333,-1,-1,-1,-1,-1,-1,-1,-1,32.3333333333,50.0,213.333333333,251.666666667,-1,21.6666666667,-1,-1,-1,76.0,-1,52.3333333333,-1,102.333333333,-1,50.0,-1,65.0,-1,97.0
东南大学,106.0,155.666666667,108.666666667,144.666666667,125.666666667,189.0,-1,166.666666667,-1,194.666666667,-1,151.333333333,-1,197.666666667,146.333333333,223.0,121.666666667,196.0,-1,215.333333333,-1,230.333333333,-1,191.0,-1,122.333333333,-1,229.0,92.6666666667,151.333333333,110.0,170.666666667,108.333333333,162.333333333,100.666666667,151.666666667,107.0,161.0,122.333333333,179.0,-1,235.666666667,94.0,156.333333333,227.0,288.0,64.0,69.0,-1,132.333333333,118.333333333,180.333333333,-1,146.0,-1,227.666666667,100.333333333,164.666666667,217.333333333,211.0,-1,213.0
河南理工大学,41.0,47.0,24.3333333333,36.6666666667,25.0,42.6666666667,-1,48.0,-1,28.0,-1,16.3333333333,17.0,52.0,-1,74.3333333333,-1,33.3333333333,46.6666666667,75.3333333333,60.0,70.3333333333,-1,62.6666666667,12.3333333333,27.3333333333,74.6666666667,99.0,27.0,45.3333333333,33.3333333333,59.6666666667,61.6666666667,78.6666666667,-5.0,1.0,36.6666666667,77.0,17.6666666667,31.6666666667,60.6666666667,80.3333333333,34.3333333333,50.6666666667,-1,175.666666667,11.0,14.3333333333,10.0,12.3333333333,43.3333333333,80.0,24.3333333333,58.3333333333,63.3333333333,90.3333333333,31.0,67.6666666667,-1,-1,27.0,47.6666666667
陕西理工学院,23.3333333333,38.6666666667,7.66666666667,22.3333333333,27.6666666667,34.3333333333,18.0,32.6666666667,14.6666666667,16.6666666667,5.33333333333,9.33333333333,10.3333333333,24.3333333333,14.6666666667,14.0,12.3333333333,13.3333333333,41.3333333333,40.0,29.3333333333,52.0,8.66666666667,-2.33333333333,4.0,6.66666666667,28.0,42.0,14.0,28.6666666667,12.0,29.6666666667,24.6666666667,49.6666666667,-15.0,-11.0,19.0,40.5,0.666666666667,1.66666666667,36.3333333333,50.0,27.0,46.0,140.333333333,151.0,2.66666666667,3.66666666667,-4.33333333333,1.5,20.6666666667,35.6666666667,10.0,16.3333333333,39.0,48.3333333333,10.6666666667,27.6666666667,-1,-1,39.0,38.0
安徽财经大学,79.3333333333,97.0,57.0,72.0,77.3333333333,89.3333333333,80.3333333333,100.0,75.6666666667,123.333333333,68.0,77.0,102.666666667,130.0,109.333333333,159.0,80.6666666667,114.0,127.666666667,142.666666667,132.0,165.0,104.666666667,120.666666667,38.3333333333,47.6666666667,124.0,155.666666667,51.3333333333,66.3333333333,66.3333333333,85.6666666667,77.3333333333,99.6666666667,28.0,21.0,84.6666666667,106.333333333,59.6666666667,79.3333333333,125.666666667,179.333333333,63.0,82.6666666667,188.0,217.0,32.3333333333,31.3333333333,35.6666666667,48.6666666667,85.0,124.0,62.3333333333,79.0,120.333333333,168.0,62.3333333333,83.6666666667,-1,-1,124.333333333,140.0
长治医学院,21.6666666667,45.0,11.0,39.0,10.0,39.6666666667,7.33333333333,46.0,0.0,26.3333333333,-1.5,22.0,17.6666666667,64.3333333333,8.0,53.6666666667,10.0,30.3333333333,44.0,60.0,12.5,67.3333333333,-13.5,17.6666666667,-1,15.6666666667,30.5,79.0,5.0,22.0,8.33333333333,57.0,8.33333333333,58.0,-1,-1,15.0,43.0,9.0,42.6666666667,34.5,80.6666666667,8.66666666667,35.6666666667,-1,-1,-1,-1,-1,-1,7.66666666667,43.0,-1,20.6666666667,31.5,84.6666666667,13.0,29.0,-1,-1,-1,-1
安阳工学院,24.6666666667,20.6666666667,2.66666666667,10.0,16.3333333333,13.6666666667,16.3333333333,18.6666666667,15.3333333333,8.0,-3.33333333333,4.0,22.0,19.0,0.0,10.6666666667,-1,13.3333333333,-1,25.0,-1,36.6666666667,3.33333333333,7.33333333333,-2.66666666667,9.33333333333,34.0,37.0,11.6666666667,17.6666666667,12.3333333333,17.0,23.3333333333,24.3333333333,-1,-1,14.3333333333,39.0,10.0,-19.6666666667,23.6666666667,25.6666666667,26.0,27.3333333333,109.0,127.666666667,3.0,6.66666666667,-5.5,-0.5,12.0,14.3333333333,-3.33333333333,0.0,43.6666666667,54.3333333333,28.3333333333,24.3333333333,8.0,15.0,23.3333333333,26.6666666667
东北师范大学,75.6666666667,90.0,79.6666666667,90.6666666667,88.6666666667,113.666666667,77.3333333333,96.3333333333,91.0,120.333333333,67.6666666667,82.6666666667,109.0,149.0,104.5,145.5,118.0,150.666666667,148.666666667,173.333333333,153.0,187.0,135.5,140.0,59.0,84.6666666667,132.0,156.333333333,68.6666666667,93.3333333333,84.3333333333,112.0,83.0,105.0,91.6666666667,72.3333333333,91.3333333333,116.0,125.666666667,171.0,145.666666667,203.666666667,76.6666666667,111.0,206.666666667,256.333333333,34.6666666667,36.3333333333,52.0,85.6666666667,104.0,143.333333333,63.0,81.3333333333,142.333333333,196.0,69.0,91.6666666667,151.0,140.0,124.0,125.5
新乡医学院,-1,52.6666666667,-1,47.3333333333,-1,44.6666666667,-1,51.3333333333,-1,28.6666666667,-1,20.0,-1,69.6666666667,-1,65.0,-1,38.3333333333,-1,59.0,-1,76.0,-1,25.3333333333,-1,22.0,-1,101.0,-1,32.3333333333,-1,65.3333333333,25.3333333333,104.333333333,-1,-1,-1,51.3333333333,-1,13.3333333333,-1,105.333333333,-1,34.6666666667,-1,195.666666667,-1,25.3333333333,-1,5.0,-1,53.0,-1,38.0,-1,97.3333333333,-1,35.0,-1,-1,-1,71.6666666667
济宁医学院,-1,49.0,-1,42.6666666667,-1,41.6666666667,-1,43.0,-1,23.0,-1,19.5,-1,64.5,-1,55.3333333333,-1,42.0,-1,67.6666666667,-1,84.0,-1,-1,-1,-1,-1,86.5,-1,28.0,-1,60.0,-1,59.0,-1,4.33333333333,-1,46.6666666667,-1,18.0,-1,93.3333333333,-1,44.3333333333,-1,196.0,-1,32.0,4.0,11.6666666667,16.0,39.0,-1,36.3333333333,-1,-1,-1,31.6666666667,-1,-1,-1,-1
广西艺术学院,-1,-1,-1,-1,-1,-1,-1,-1,-89.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26.0,-1,-1,-1,1.0,-1,44.5,82.0,17.5,-1,7.0,-1,8.0,-1,-1,-1,20.0,-1,-1,-1,-1,-1,10.0,-1,-1,-1,8.0,-1,-1,-1,18.5,-1,-2.0,-1,39.0,-1,12.0,-1,-1,-1,-1,-1
燕山大学,68.3333333333,96.0,60.6666666667,81.6666666667,74.0,99.6666666667,64.0,97.6666666667,-1,90.6666666667,33.0,74.0,-1,111.333333333,-1,127.0,82.0,124.666666667,130.333333333,151.666666667,133.0,169.666666667,-1,86.6666666667,52.0,67.6666666667,-1,153.666666667,59.6666666667,98.3333333333,70.0,115.0,73.3333333333,110.333333333,69.0,69.3333333333,79.0,104.0,88.3333333333,124.0,104.666666667,172.333333333,73.3333333333,106.333333333,186.0,230.0,32.3333333333,34.3333333333,-1,63.6666666667,79.6666666667,131.0,50.0,87.6666666667,-1,158.666666667,57.0,100.666666667,-1,-1,87.0,118.0
东北石油大学,66.3333333333,88.6666666667,-1,70.3333333333,56.3333333333,76.0,56.0,82.6666666667,-1,82.6666666667,41.0,61.3333333333,-1,90.6666666667,66.0,99.6666666667,73.3333333333,116.333333333,116.333333333,128.333333333,94.0,131.0,-1,59.0,-1,62.5,-1,73.6666666667,-1,89.0,-1,89.6666666667,60.6666666667,90.3333333333,-1,73.3333333333,59.6666666667,95.0,70.0,116.0,-1,116.666666667,-1,92.0,-1,225.333333333,-1,35.0,-1,12.0,41.3333333333,90.0,-1,59.3333333333,-1,137.666666667,-1,69.3333333333,-1,-1,91.3333333333,104.333333333
塔里木大学,11.3333333333,15.3333333333,-1,7.0,7.0,9.0,10.0,18.0,6.0,5.0,-7.33333333333,-8.0,19.0,0.333333333333,9.5,13.3333333333,-1,5.66666666667,-1,23.6666666667,-1,29.6666666667,-1,-1,-1,-6.33333333333,-4.0,24.3333333333,8.5,9.33333333333,2.0,5.33333333333,7.66666666667,9.0,-1,-1,6.0,11.6666666667,-1,-1,23.0,28.6666666667,12.0,12.3333333333,-1,-1,-1,-1,-1,-1,-1,14.6666666667,-13.0,-6.66666666667,-1,-1,-0.999,4.66666666667,-1,-1,-8.66666666667,-9.0
石家庄经济学院,39.6666666667,37.6666666667,20.0,18.0,38.0,30.0,39.6666666667,23.6666666667,29.0,20.0,20.0,8.0,44.6666666667,35.3333333333,24.3333333333,27.0,39.0,29.0,77.3333333333,60.0,69.0,74.3333333333,18.0,13.0,12.6666666667,8.0,69.3333333333,62.3333333333,35.0,33.3333333333,38.3333333333,45.6666666667,47.6666666667,49.0,15.0,9.0,56.0,73.6666666667,22.3333333333,32.6666666667,56.3333333333,65.6666666667,40.6666666667,49.3333333333,153.666666667,158.666666667,11.3333333333,6.66666666667,12.3333333333,20.0,42.6666666667,59.3333333333,35.3333333333,26.6666666667,46.6666666667,60.6666666667,37.6666666667,35.6666666667,97.0,66.3333333333,46.0,45.3333333333
中国药科大学,82.3333333333,117.333333333,88.3333333333,103.0,101.666666667,134.0,81.6666666667,120.0,-1,133.666666667,79.6666666667,86.0,117.666666667,150.333333333,86.0,168.333333333,104.0,153.0,130.0,167.333333333,139.666666667,187.333333333,-1,144.333333333,61.6666666667,91.3333333333,140.666666667,187.333333333,73.0,113.333333333,79.6666666667,136.333333333,87.3333333333,127.0,69.0,95.3333333333,85.6666666667,123.666666667,90.6666666667,141.333333333,148.0,196.0,76.0,115.333333333,214.0,262.333333333,43.0,47.6666666667,-1,97.3333333333,96.0,144.333333333,71.0,104.0,127.0,179.666666667,71.6666666667,119.333333333,-1,224.5,144.0,154.666666667
天津大学,107.0,156.333333333,112.0,148.0,124.333333333,187.666666667,-1,169.0,-1,209.666666667,-1,148.333333333,-1,195.0,-1,222.0,131.0,199.666666667,173.0,222.333333333,170.666666667,233.333333333,170.5,198.0,-1,112.666666667,-1,229.666666667,90.0,148.666666667,102.666666667,172.666666667,116.666666667,167.0,110.0,160.666666667,115.666666667,165.333333333,139.666666667,183.333333333,165.666666667,247.333333333,101.666666667,162.333333333,227.0,283.666666667,60.6666666667,65.0,-1,116.333333333,120.0,179.0,88.5,138.0,144.333333333,220.0,96.6666666667,157.0,-1,292.0,-1,215.666666667
西南石油大学,39.6666666667,96.3333333333,45.0,98.6666666667,55.3333333333,74.6666666667,42.3333333333,89.3333333333,55.3333333333,97.0,21.3333333333,50.3333333333,60.6666666667,73.0,48.0,69.6666666667,36.0,118.666666667,57.0,130.666666667,56.3333333333,151.0,28.6666666667,58.3333333333,19.3333333333,44.6666666667,68.0,120.333333333,40.6666666667,74.3333333333,42.5,70.3333333333,53.3333333333,99.3333333333,9.33333333333,25.6666666667,48.3333333333,96.0,43.3333333333,110.666666667,54.3333333333,102.666666667,36.3333333333,61.3333333333,151.0,186.333333333,10.0,29.3333333333,20.6666666667,11.3333333333,47.6666666667,118.0,34.6666666667,44.3333333333,55.3333333333,96.0,40.0,77.6666666667,-1,110.0,72.0,79.3333333333
湖北师范学院,36.6666666667,24.6666666667,20.6666666667,18.6666666667,21.6666666667,17.6666666667,24.0,15.3333333333,22.3333333333,19.3333333333,-1,-1,35.3333333333,13.0,34.6666666667,18.3333333333,17.0,16.3333333333,51.6666666667,26.6666666667,35.3333333333,37.3333333333,24.0,17.3333333333,14.6666666667,9.33333333333,69.3333333333,66.3333333333,35.0,25.3333333333,44.6666666667,41.0,35.3333333333,30.6666666667,-11.3333333333,-9.66666666667,31.6666666667,37.6666666667,1.33333333333,-0.333333333333,42.0,49.0,27.6666666667,23.6666666667,159.0,174.333333333,6.33333333333,6.0,-1,-1,31.3333333333,30.6666666667,26.6666666667,26.3333333333,49.0,54.6666666667,27.6666666667,19.3333333333,-1,-1,48.3333333333,30.6666666667
湖南工程学院,29.6666666667,35.6666666667,10.3333333333,21.6666666667,15.6666666667,28.3333333333,24.0,18.6666666667,-1,-1,-1,-1,13.6666666667,36.3333333333,23.0,45.0,14.0,16.6666666667,60.6666666667,37.3333333333,23.5,48.0,-6.0,12.0,11.3333333333,15.0,68.0,79.3333333333,23.0,32.3333333333,30.3333333333,39.6666666667,22.0,44.3333333333,-1,-11.0,31.3333333333,45.6666666667,0.0,-4.33333333333,28.0,51.0,27.3333333333,37.3333333333,154.0,168.333333333,7.33333333333,8.0,5.5,6.33333333333,19.3333333333,25.6666666667,15.3333333333,30.3333333333,54.6666666667,65.6666666667,22.6666666667,32.0,-1,-1,-1,20.3333333333
中央戏剧学院,-1,-1,-1,-1,-1,-1,-1,-1,-107.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
浙江农林大学,54.3333333333,57.6666666667,35.3333333333,38.0,39.3333333333,37.6666666667,22.3333333333,26.0,33.6666666667,21.0,19.6666666667,16.6666666667,49.0,57.3333333333,58.6666666667,67.0,42.6666666667,40.3333333333,74.6666666667,61.0,71.6666666667,88.0,55.0,29.6666666667,24.6666666667,38.6666666667,93.0,108.333333333,39.3333333333,43.6666666667,55.6666666667,69.6666666667,51.3333333333,58.0,1.66666666667,0.666666666667,47.3333333333,61.0,16.6666666667,4.0,64.3333333333,65.6666666667,36.3333333333,46.0,194.666666667,222.333333333,19.3333333333,18.6666666667,25.6666666667,34.6666666667,58.6666666667,83.3333333333,42.0,50.3333333333,81.0,104.0,42.6666666667,43.3333333333,99.0,-1,-1,32.0
重庆文理学院,39.0,46.6666666667,20.0,22.6666666667,31.6666666667,28.0,19.3333333333,20.0,-1,-1,21.3333333333,13.6666666667,39.6666666667,34.6666666667,41.6666666667,53.0,19.6666666667,11.0,-1,-1,39.0,49.3333333333,25.0,13.0,11.0,13.5,66.3333333333,75.3333333333,26.6666666667,26.6666666667,33.3333333333,39.6666666667,33.0,36.6666666667,-1,-1,35.6666666667,41.6666666667,-1,-1,39.0,41.6666666667,32.3333333333,38.0,154.0,152.0,3.0,3.66666666667,-1,-1,25.5,30.3333333333,25.3333333333,23.0,55.6666666667,64.3333333333,30.0,30.6666666667,68.0,47.0,54.3333333333,48.6666666667
广东医学院,36.5,75.6666666667,29.0,59.6666666667,18.0,69.6666666667,21.0,62.0,-1,-1,-1,-1,31.0,85.0,38.6666666667,93.6666666667,34.0,53.6666666667,76.0,79.0,-1,115.333333333,-1,63.3333333333,13.3333333333,45.0,79.0,135.333333333,20.6666666667,69.3333333333,49.5,86.3333333333,34.0,74.3333333333,-1,-1,-1,61.0,-5.5,17.6666666667,30.0,109.666666667,22.0,47.6666666667,166.5,214.0,8.0,22.0,-1,-1,28.0,85.3333333333,20.0,66.0,64.0,128.666666667,24.6666666667,57.6666666667,-1,-1,46.0,102.333333333
华南理工大学,96.3333333333,146.0,102.666666667,131.666666667,113.666666667,172.666666667,92.6666666667,156.333333333,104.666666667,181.666666667,-1,139.666666667,-1,179.666666667,135.333333333,215.0,115.0,186.333333333,149.0,203.666666667,-1,216.666666667,-1,192.0,81.3333333333,116.333333333,160.666666667,226.666666667,89.0,146.333333333,109.0,169.0,103.333333333,156.666666667,89.6666666667,126.333333333,98.6666666667,150.0,-1,169.0,-1,226.666666667,86.6666666667,145.666666667,220.0,281.333333333,51.3333333333,61.6666666667,-1,108.333333333,106.5,169.333333333,89.6666666667,137.333333333,145.0,218.666666667,86.6666666667,153.0,190.666666667,-1,-221.5,195.666666667
仲恺农业工程学院,-1,-1,-1,-1,-1,-1,0.5,-0.333333333333,-1,-1,-1,-1,20.5,19.6666666667,28.5,12.6666666667,-1,-1,-1,-1,-1,-1,14.5,22.0,25.6666666667,33.6666666667,52.0,71.6666666667,23.0,29.6666666667,43.5,48.0,24.5,18.6666666667,-1,-1,18.0,27.3333333333,-1,-1,12.0,25.6666666667,23.5,23.0,-1,-1,-1,-1,-1,-1,29.0,26.0,22.5,18.3333333333,53.5,52.3333333333,23.5,18.3333333333,-1,-1,18.0,31.6666666667
上海电力学院,40.6666666667,76.0,-1,47.3333333333,-1,55.6666666667,-1,59.0,-1,78.0,-1,35.3333333333,-1,72.3333333333,60.6666666667,80.3333333333,-1,88.0,-1,88.6666666667,-1,123.333333333,-1,48.3333333333,-1,54.0,-1,114.666666667,-1,71.0,-1,84.0,54.6666666667,80.6666666667,14.6666666667,34.6666666667,-1,83.0,-1,81.3333333333,-1,133.0,51.6666666667,84.3333333333,172.666666667,218.333333333,21.0,32.6666666667,35.6666666667,49.3333333333,75.0,126.666666667,35.3333333333,67.0,-1,127.333333333,43.0,64.6666666667,-1,93.0,65.3333333333,73.3333333333
长沙理工大学,68.3333333333,92.6666666667,58.6666666667,78.3333333333,60.6666666667,86.3333333333,62.3333333333,86.6666666667,65.3333333333,83.6666666667,40.3333333333,68.6666666667,79.0,113.0,88.0,141.0,70.0,105.666666667,108.666666667,124.333333333,110.666666667,147.333333333,70.6666666667,91.6666666667,36.0,55.6666666667,121.666666667,162.0,61.6666666667,93.6666666667,73.0,111.666666667,67.3333333333,102.0,51.3333333333,52.0,67.0,94.0,61.3333333333,89.3333333333,100.666666667,145.666666667,55.0,80.6666666667,166.333333333,231.333333333,33.3333333333,35.0,45.6666666667,64.6666666667,70.3333333333,115.333333333,51.3333333333,82.6666666667,104.666666667,153.666666667,54.0,87.3333333333,-1,175.0,103.333333333,111.333333333
沈阳医学院,-1,55.6666666667,-1,40.3333333333,-1,69.3333333333,-1,62.0,-1,-1,-1,29.3333333333,-1,74.3333333333,-1,73.6666666667,-1,57.0,-1,104.333333333,-1,126.333333333,-1,-1,-1,-1,-1,81.0,-1,45.0,-1,65.6666666667,-1,67.6666666667,-1,-1,-1,65.0,-1,58.3333333333,-1,92.6666666667,-1,61.3333333333,-1,212.666666667,-1,26.6666666667,-1,-1,-1,70.0,-1,44.3333333333,-1,99.3333333333,-1,33.6666666667,-1,-1,-1,52.6666666667
北京电影学院,122.0,149.0,67.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22.5,80.0,-1,-1,-1,86.0,156.0,-1,-1,-1,-1,75.0,89.5,95.0,-1,-1,-1,-1,-1,76.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,80.0,103.0,-1,-1,-1,-1,-1,-1,-1,-1
山东青年政治学院,29.0,-1,-1,-1,20.0,18.0,19.0,-1,-1,-1,-1,-1,-1,-1,3.0,4.0,17.0,-1,47.0,-1,35.0,-1,-1,-1,-1,-1,-1,-1,19.0,-1,-1,14.0,24.0,17.0,-1,-1,31.6666666667,28.0,-1,-1,45.3333333333,-1,19.3333333333,14.0,-1,-1,-1,9.0,-1,-1,23.3333333333,23.0,1.0,4.0,-1,-1,14.6666666667,16.5,-1,-1,30.0,-1
南京特殊教育师范学院,32.0,31.0,6.0,16.0,12.0,14.0,15.0,19.0,10.0,9.0,1.0,21.0,29.0,13.0,8.0,6.0,31.0,40.0,27.0,9.0,40.0,44.0,5.0,14.0,6.0,11.0,92.0,33.0,11.0,12.0,4.0,2.0,9.0,12.0,-1,-1,11.0,11.0,24.0,27.0,65.0,75.0,11.0,11.0,192.0,184.0,6.0,11.0,-1,-1,26.0,33.0,1.0,-4.0,21.0,63.0,12.0,24.0,-1,-1,28.0,17.0
广西民族师范学院,-1,-1,-1,-1,4.0,1.0,-1,-1,-1,-1,-1,-1,11.0,17.3333333333,13.6666666667,8.33333333333,-1,-1,-1,-1,-1,-1,2.0,-6.66666666667,5.0,8.33333333333,37.0,43.3333333333,11.0,22.0,3.66666666667,20.3333333333,-1,-1,-1,-1,10.0,10.0,-1,-1,-1,-1,2.33333333333,-6.0,-1,-1,2.0,1.33333333333,-1,-1,-1,-1,0.0,-4.0,39.3333333333,43.3333333333,-1,-1,-1,-1,-1,-1
西藏藏医学院,-95.0,-85.0,-1,-1,-1,-1,5.0,-4.0,-82.0,-72.0,-1,-1,-96.3333333333,-95.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4.0,-1,-1,-1,-1,-1,-1,-1,19.0,15.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
东莞理工学院,45.0,51.6666666667,-1,-1,-1,24.5,11.6666666667,55.0,-1,1.0,-1,-1,-1,37.3333333333,30.3333333333,66.6666666667,-1,-1,-1,-1,-1,-1,31.6666666667,59.0,18.3333333333,36.3333333333,78.6666666667,116.0,-1,51.0,55.5,76.3333333333,33.5,58.3333333333,-1,-1,-1,40.0,-1,-1,-1,-1,22.0,36.3333333333,-1,169.0,-1,-1,-1,-1,-1,12.0,38.0,61.6666666667,72.0,84.5,31.0,41.3333333333,-1,-1,10.0,21.0
河套学院,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-8.66666666667,9.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
邯郸学院,22.0,20.6666666667,4.66666666667,18.6666666667,7.33333333333,11.0,-1.33333333333,28.0,7.33333333333,8.0,-0.5,-1.5,0.0,1.5,-4.66666666667,0.0,15.6666666667,10.5,20.0,18.3333333333,5.0,16.0,-12.5,-11.5,-2.33333333333,-2.66666666667,30.0,19.0,11.0,9.0,-1,-1,9.66666666667,9.0,-1,-1,9.66666666667,21.3333333333,1.33333333333,-2.33333333333,23.3333333333,34.0,-1,-1,125.0,141.666666667,-1,-1,-1,-1,-1,-1,-0.999,-14.0,26.0,35.0,0.0,-6.5,-1,-1,-1,-1
